number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
I,Recommendation,"Recommendation II-I (ATCM II - Buenos Aires, 1962)",Transmission of scientific data,1962,ATCM II,Effective,Effective 11/01/1963,Scientific cooperation,Data access and exchange,,10,,11/09/1962 | Argentina * || 18/10/1962 | Australia * || 13/12/1962 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 17/10/1962 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 08/11/1962 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 16/11/1962 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 01/11/1962 | New Zealand * || 11/01/1963 | Norway * || | Peru || 11/07/1977 | Poland || 04/10/1962 | Russian Federation * || 15/11/1962 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 30/11/1962 | United Kingdom * || 04/12/1962 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/18?s=1&iframe=1&from=07/28/1962&to=07/28/1962&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1962/Recommendation_I.txt
II,Recommendation,"Recommendation II-II (ATCM II - Buenos Aires, 1962)",Measures for the protection of living resources in Antarctica,1962,ATCM II,Effective,Effective 11/01/1963. No longer current: D 1 (2011),Fauna and flora | Information exchange,Agreed Measures,,10,,11/09/1962 | Argentina * || 18/10/1962 | Australia * || 13/12/1962 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 17/10/1962 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 08/11/1962 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 16/11/1962 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 01/11/1962 | New Zealand * || 11/01/1963 | Norway * || | Peru || 11/07/1977 | Poland || 04/10/1962 | Russian Federation * || 15/11/1962 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 30/11/1962 | United Kingdom * || 04/12/1962 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/19?s=1&iframe=1&from=07/28/1962&to=07/28/1962&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1962/Recommendation_II.txt
III,Recommendation,"Recommendation II-III (ATCM II - Buenos Aires, 1962)",Meeting of Antarctic radio communications specialists,1962,ATCM II,Effective,Effective 11/01/1963. Spent: D 3 (2002),Operational matters,Meeting of Experts | Telecommunication,,10,,11/09/1962 | Argentina * || 18/10/1962 | Australia * || 13/12/1962 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 17/10/1962 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 08/11/1962 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 16/11/1962 | Japan * || 10/05/1995 | Korea (ROK) || | Netherlands || 01/11/1962 | New Zealand * || 11/01/1963 | Norway * || | Peru || 11/07/1977 | Poland || 04/10/1962 | Russian Federation * || 15/11/1962 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 30/11/1962 | United Kingdom * || 04/12/1962 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/20?s=1&iframe=1&from=07/28/1962&to=07/28/1962&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1962/Recommendation_III.txt
IV,Recommendation,"Recommendation II-IV (ATCM II - Buenos Aires, 1962)",Exchange of information on Antarctic activities,1962,ATCM II,Effective,Effective 11/01/1963,Information exchange,,,10,,11/09/1962 | Argentina * || 18/10/1962 | Australia * || 13/12/1962 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 17/10/1962 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 08/11/1962 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 16/11/1962 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 01/11/1962 | New Zealand * || 11/01/1963 | Norway * || | Peru || 11/07/1977 | Poland || 04/10/1962 | Russian Federation * || 15/11/1962 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 30/11/1962 | United Kingdom * || 04/12/1962 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/21?s=1&iframe=1&from=07/28/1962&to=07/28/1962&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1962/Recommendation_IV.txt
V,Recommendation,"Recommendation II-V (ATCM II - Buenos Aires, 1962)",Meeting of experts on logistics,1962,ATCM II,Effective,Effective 11/01/1963. Spent: D 3 (2002),Operational matters,Logistics | Meeting of Experts,,10,,11/09/1962 | Argentina * || 18/10/1962 | Australia * || 13/12/1962 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 17/10/1962 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 08/11/1962 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 16/11/1962 | Japan * || 10/05/1995 | Korea (ROK) || | Netherlands || 01/11/1962 | New Zealand * || 11/01/1963 | Norway * || | Peru || 11/07/1977 | Poland || 04/10/1962 | Russian Federation * || 15/11/1962 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 30/11/1962 | United Kingdom * || 04/12/1962 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/22?s=1&iframe=1&from=07/28/1962&to=07/28/1962&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1962/Recommendation_V.txt
VI,Recommendation,"Recommendation II-VI (ATCM II - Buenos Aires, 1962)",Timetable for exchange of information,1962,ATCM II,Effective,Effective 11/01/1963,Information exchange,,,10,,11/09/1962 | Argentina * || 18/10/1962 | Australia * || 13/12/1962 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 17/10/1962 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 08/11/1962 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 16/11/1962 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 01/11/1962 | New Zealand * || 11/01/1963 | Norway * || | Peru || 11/07/1977 | Poland || 04/10/1962 | Russian Federation * || 15/11/1962 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 30/11/1962 | United Kingdom * || 04/12/1962 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/23?s=1&iframe=1&from=07/28/1962&to=07/28/1962&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1962/Recommendation_VI.txt
VII,Recommendation,"Recommendation II-VII (ATCM II - Buenos Aires, 1962)",Shipping procedures for research objects,1962,ATCM II,Effective,Effective 11/01/1963,Operational matters,Logistics,,10,,11/09/1962 | Argentina * || 18/10/1962 | Australia * || 13/12/1962 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 17/10/1962 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 08/11/1962 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 16/11/1962 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 01/11/1962 | New Zealand * || 11/01/1963 | Norway * || | Peru || 11/07/1977 | Poland || 04/10/1962 | Russian Federation * || 15/11/1962 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 30/11/1962 | United Kingdom * || 04/12/1962 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/24?s=1&iframe=1&from=07/28/1962&to=07/28/1962&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1962/Recommendation_VII.txt
VIII,Recommendation,"Recommendation II-VIII (ATCM II - Buenos Aires, 1962)",International Year of the Quiet Sun (1964/5),1962,ATCM II,Effective,Effective 11/01/1963. Spent: D 3 (2002),Scientific cooperation,International Year of the Quiet Sun,,10,,11/09/1962 | Argentina * || 18/10/1962 | Australia * || 13/12/1962 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 17/10/1962 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 08/11/1962 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 16/11/1962 | Japan * || 10/05/1995 | Korea (ROK) || | Netherlands || 01/11/1962 | New Zealand * || 11/01/1963 | Norway * || | Peru || 11/07/1977 | Poland || 04/10/1962 | Russian Federation * || 15/11/1962 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 30/11/1962 | United Kingdom * || 04/12/1962 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/25?s=1&iframe=1&from=07/28/1962&to=07/28/1962&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1962/Recommendation_VIII.txt
IX,Recommendation,"Recommendation II-IX (ATCM II - Buenos Aires, 1962)",Timetable for the approval of recommendations,1962,ATCM II,Effective,Effective 11/01/1963,Institutional & legal matters,Recommendations,,10,,11/09/1962 | Argentina * || 18/10/1962 | Australia * || 13/12/1962 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 17/10/1962 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 08/11/1962 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 16/11/1962 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 01/11/1962 | New Zealand * || 11/01/1963 | Norway * || | Peru || 11/07/1977 | Poland || 04/10/1962 | Russian Federation * || 15/11/1962 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 30/11/1962 | United Kingdom * || 04/12/1962 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/26?s=1&iframe=1&from=07/28/1962&to=07/28/1962&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1962/Recommendation_IX.txt
X,Recommendation,"Recommendation II-X (ATCM II - Buenos Aires, 1962)",ATCM III (Brussels),1962,ATCM II,Effective,Effective 11/01/1963. Spent: D 3 (2002),Institutional & legal matters,ATCM (Antarctic Treaty Consultative Meeting),,10,,11/09/1962 | Argentina * || 18/10/1962 | Australia * || 13/12/1962 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 17/10/1962 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 08/11/1962 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 16/11/1962 | Japan * || 10/05/1995 | Korea (ROK) || | Netherlands || 01/11/1962 | New Zealand * || 11/01/1963 | Norway * || | Peru || 11/07/1977 | Poland || 04/10/1962 | Russian Federation * || 15/11/1962 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 30/11/1962 | United Kingdom * || 04/12/1962 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/27?s=1&iframe=1&from=07/28/1962&to=07/28/1962&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1962/Recommendation_X.txt
