number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
M1,Measure,"Measure 1 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 101 (Taylor Rookery, Mac.Robertson Land): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Taylor Rookery (ASPA 101),ASPA 101 - Management Plan | https://documents.ats.aq/recatt/att439_e.pdf,128,Management Plan for ASPA No 101 annexed to this Measure revoked by Measure 1 (2015),,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/451?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M1.txt
M2,Measure,"Measure 2 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 102 (Rookery Islands, Holme Bay, Mac.Robertson Land): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,Annex V (Area Protection and Management) | Rookery Islands (ASPA 102),ASPA 102 - Management Plan | https://documents.ats.aq/recatt/att440_e.pdf,128,Management Plan for ASPA No 102 annexed to this Measure revoked by Measure 2 (2015),,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/452?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M2.txt
M3,Measure,"Measure 3 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 103 (Ardery Island and Odbert Island, Budd Coast, Wilkes Land): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,Annex V (Area Protection and Management) | Ardery and Odbert Islands (ASPA 103),ASPA 103 - Management Plan | https://documents.ats.aq/recatt/att441_e.pdf,128,Management Plan for ASPA No 103 annexed to this Measure revoked by Measure 3 (2015),,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/453?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M3.txt
M4,Measure,"Measure 4 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 105 (Beaufort Island, McMurdo Sound, Ross Sea): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,Annex V (Area Protection and Management) | Beaufort Island (ASPA 105),ASPA 105 - Management Plan | https://documents.ats.aq/recatt/att442_e.pdf,128,Management Plan for ASPA No 105 annexed to this Measure revoked by Measure 5 (2015),,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/454?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M4.txt
M5,Measure,"Measure 5 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 106 (Cape Hallett, Northern Victoria Land, Ross Sea): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,Annex V (Area Protection and Management) | Cape Hallet (ASPA 106),ASPA 106 - Management Plan | https://documents.ats.aq/recatt/att443_e.pdf,128,Management Plan for ASPA No 106 annexed to this Measure revoked by Measure 6 (2015),,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/455?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M5.txt
M6,Measure,"Measure 6 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 119 (Davis Valley and Forlidas Pond, Dufek Massif, Pensacola Mountains): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,Annex V (Area Protection and Management) | Davis Valley ponds and Forlidas Pond (ASPA 119),ASPA 119 - Management Plan | https://documents.ats.aq/recatt/att445_e.pdf,128,Management Plan for ASPA No 119 annexed to this Measure revoked by Measure 7 (2015),,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/456?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M6.txt
M7,Measure,"Measure 7 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 139 (Biscoe Point, Anvers Island, Palmer Archipelago): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,Annex V (Area Protection and Management) | Biscoe Point (ASPA 139),ASPA 139 - Management Plan | https://documents.ats.aq/recatt/att447_e.pdf,128,Management Plan revoked by Measure 6 (2014),,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/457?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M7.txt
M8,Measure,"Measure 8 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 155 (Cape Evans, Ross Island): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,Annex V (Area Protection and Management) | Cape Evans (ASPA 155),ASPA 155 - Management Plan | https://documents.ats.aq/recatt/att448_e.pdf,128,Management Plan for ASPA No 155 annexed to this Measure revoked by Measure 11 (2015),,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/458?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M8.txt
M9,Measure,"Measure 9 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 157 (Backdoor Bay, Cape Royds, Ross Island): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,Annex V (Area Protection and Management) | Backdoor Bay (ASPA 157),ASPA 157 - Management Plan | https://documents.ats.aq/recatt/att449_e.pdf,128,,,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/459?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M9.txt
M10,Measure,"Measure 10 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 158 (Hut Point, Ross Island): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,Annex V (Area Protection and Management) | Hut Point (ASPA 158),ASPA 158 - Management Plan | https://documents.ats.aq/recatt/att450_e.pdf,128,Management Plan for ASPA No 158 annexed to this Measure revoked by Measure 13 (2015),,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/460?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M10.txt
M11,Measure,"Measure 11 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 159 (Cape Adare, Borchgrevink Coast): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,Annex V (Area Protection and Management) | Cape Adare (ASPA 159),ASPA 159 - Management Plan | https://documents.ats.aq/recatt/att451_e.pdf,128,Management Plan for ASPA No 159 annexed to this Measure revoked by Measure 14 (2015),,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/461?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M11.txt
M12,Measure,"Measure 12 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 163 (Dakshin Gangotri Glacier, Dronning Maud Land): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,Annex V (Area Protection and Management) | Dakshin Gangotri (ASPA 163),ASPA 163 - Management Plan | https://documents.ats.aq/recatt/att452_e.pdf,128,Management Plan for ASPA No 163 annexed to this Measure revoked by Measure 15 (2015),,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/462?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M12.txt
M13,Measure,"Measure 13 (2010) - ATCM XXXIII - CEP XIII, Punta del Este","ASPA No. 164 (Scullin and Murray Monoliths, Mac.Robertson Land): Revised Management Plan",2010,ATCM XXXIII - CEP XIII,Effective,Effective 12/08/2010 (Fast Approval),Area protection and management,Annex V (Area Protection and Management) | Scullin and Murray Monolites (ASPA 164),ASPA 164 - Management Plan | https://documents.ats.aq/recatt/att454_e.pdf,128,Management Plan for ASPA No 164 annexed to this Measure revoked by Measure 16 (2015),,Fast Approval: Entered into effect on 12 Aug 2010,https://www.ats.aq/devAS/Meetings/Measure/463?s=1&iframe=1&from=05/14/2010&to=05/14/2010&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2010/Measure_M13.txt
