number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
M1,Measure,"Measure 1 (2014) - ATCM XXXVII - CEP XVII, Brasilia","Antarctic Specially Protected Area No 113 (Litchfield Island, Arthur Harbor, Anvers Island, Palmer Archipelago): Revised Management Plan",2014,ATCM XXXVII - CEP XVII,Effective,Effective 05/08/2014 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Litchfield Island (ASPA 113),ASPA No 113 – Litchfield Island . Replaced by M5 (2022) | https://documents.ats.aq/recatt/att541_e.pdf,127,Management Plan for Antarctic Specially Protected Area No 113 annexed to this Measure revoked by Measure 5 (2022),,Fast Approval: Entered into effect on 5 Aug 2014,https://www.ats.aq/devAS/Meetings/Measure/561?s=1&iframe=1&from=05/07/2014&to=05/07/2014&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2014/Measure_M1.txt
M2,Measure,"Measure 2 (2014) - ATCM XXXVII - CEP XVII, Brasilia","Antarctic Specially Protected Area No 121 (Cape Royds, Ross Island): Revised Management Plan",2014,ATCM XXXVII - CEP XVII,Effective,Effective 05/08/2014 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Cape Royds (ASPA 121),ASPA No 121 - Cape Royds . Replaced by M9 (2021) | https://documents.ats.aq/recatt/att542_e.pdf,127,Management Plan for Antarctic Specially Protected Area No 121 annexed to this Measure revoked by Measure 9 (2021).,,Fast Approval: Entered into effect on 5 Aug 2014,https://www.ats.aq/devAS/Meetings/Measure/562?s=1&iframe=1&from=05/07/2014&to=05/07/2014&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2014/Measure_M2.txt
M3,Measure,"Measure 3 (2014) - ATCM XXXVII - CEP XVII, Brasilia","Antarctic Specially Protected Area No 124 (Cape Crozier, Ross Island): Revised Management Plan",2014,ATCM XXXVII - CEP XVII,Effective,Effective 05/08/2014 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Cape Crozier (ASPA 124),ASPA No 124 - Cape Crozier . Replaced by M9 (2022) | https://documents.ats.aq/recatt/att543_e.pdf,127,Management Plan for Antarctic Specially Protected Area No 124 annexed to this Measure revoked by Measure 9 (2022),,Fast Approval: Entered into effect on 5 Aug 2014,https://www.ats.aq/devAS/Meetings/Measure/563?s=1&iframe=1&from=05/07/2014&to=05/07/2014&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2014/Measure_M3.txt
M4,Measure,"Measure 4 (2014) - ATCM XXXVII - CEP XVII, Brasilia","Antarctic Specially Protected Area No 128 (Western shore of Admiralty Bay, King George Island, South Shetland Islands): Revised Management Plan",2014,ATCM XXXVII - CEP XVII,Effective,Effective 05/08/2014 (Fast Approval),Area protection and management,Admiralty Bay (ASPA 128) | ASPAs (Antarctic Specially Protected Areas),ASPA 128 Revised Management Plan . Replaced by M2 (2019) | https://documents.ats.aq/recatt/att544_e.pdf,127,Management Plan for ASPA No 128 annexed to this Measure revoked by Measure 2 (2019),,Fast Approval: Entered into effect on 5 Aug 2014,https://www.ats.aq/devAS/Meetings/Measure/564?s=1&iframe=1&from=05/07/2014&to=05/07/2014&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2014/Measure_M4.txt
M5,Measure,"Measure 5 (2014) - ATCM XXXVII - CEP XVII, Brasilia","Antarctic Specially Protected Area No 136 (Clark Peninsula, Budd Coast, Wilkes Land, East Antarctica): Revised Management Plan",2014,ATCM XXXVII - CEP XVII,Effective,Effective 05/08/2014 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Clark Peninsula (ASPA 136),ASPA No 136 - Clark Peninsula . Replaced by M4 (2024) | https://documents.ats.aq/recatt/att545_e.pdf,127,,,Fast Approval: Entered into effect on 5 Aug 2014,https://www.ats.aq/devAS/Meetings/Measure/565?s=1&iframe=1&from=05/07/2014&to=05/07/2014&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2014/Measure_M5.txt
M6,Measure,"Measure 6 (2014) - ATCM XXXVII - CEP XVII, Brasilia","Antarctic Specially Protected Area No 139 (Biscoe Point, Anvers Island, Palmer Archipelago): Revised Management Plan",2014,ATCM XXXVII - CEP XVII,Effective,Effective 05/08/2014 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Biscoe Point (ASPA 139),ASPA No 139 - Biscoe Point . Replaced by M14 (2022) | https://documents.ats.aq/recatt/att546_e.pdf,127,Management Plan for Antarctic Specially Protected Area No 139 annexed to this Measure revoked by Measure 14 (2022),,Fast Approval: Entered into effect on 5 Aug 2014,https://www.ats.aq/devAS/Meetings/Measure/566?s=1&iframe=1&from=05/07/2014&to=05/07/2014&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2014/Measure_M6.txt
M7,Measure,"Measure 7 (2014) - ATCM XXXVII - CEP XVII, Brasilia","Antarctic Specially Protected Area No 141 (Yukidori Valley, Langhovde, Lützow-Holm Bay): Revised Management Plan",2014,ATCM XXXVII - CEP XVII,Effective,Effective 05/08/2014 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Yukidori Valley (ASPA 141),ASPA No 141 - Yukidori Valley . Replaced by M3 (2019) | https://documents.ats.aq/recatt/att547_e.pdf,127,Management Plan for ASPA No 141 annexed to this Measure revoked by Measure 3 (2019),,Fast Approval: Entered into effect on 5 Aug 2014,https://www.ats.aq/devAS/Meetings/Measure/567?s=1&iframe=1&from=05/07/2014&to=05/07/2014&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2014/Measure_M7.txt
M8,Measure,"Measure 8 (2014) - ATCM XXXVII - CEP XVII, Brasilia",Antarctic Specially Protected Area No 142 (Svarthamaren): Revised Management Plan,2014,ATCM XXXVII - CEP XVII,Effective,Effective 05/08/2014 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Svarthamaren (ASPA 142),ASPA No 142 - Svarthamaren . Replaced by M4 (2019) | https://documents.ats.aq/recatt/att548_e.pdf,127,Management Plan for ASPA No 142 annexed to this Measure revoked by Measure 4 (2019),,Fast Approval: Entered into effect on 5 Aug 2014,https://www.ats.aq/devAS/Meetings/Measure/568?s=1&iframe=1&from=05/07/2014&to=05/07/2014&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2014/Measure_M8.txt
M9,Measure,"Measure 9 (2014) - ATCM XXXVII - CEP XVII, Brasilia","Antarctic Specially Protected Area No 162 (Mawson’s Huts, Cape Denison, Commonwealth Bay, George V Land, East Antarctica): Revised Management Plan",2014,ATCM XXXVII - CEP XVII,Effective,Effective 05/08/2014 (Fast Approval),Area protection and management,ASPA/ASMA De-designation | ASPAs (Antarctic Specially Protected Areas) | Cape Denison (ASMA 3) | Mawson's Huts (ASPA 162),ASPA No 162 - Mawson´s Huts | https://documents.ats.aq/recatt/att549_e.pdf,127,,,Fast Approval: Entered into effect on 5 Aug 2014,https://www.ats.aq/devAS/Meetings/Measure/569?s=1&iframe=1&from=05/07/2014&to=05/07/2014&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2014/Measure_M9.txt
M10,Measure,"Measure 10 (2014) - ATCM XXXVII - CEP XVII, Brasilia","Antarctic Specially Protected Area No 169 (Amanda Bay, Ingrid Christensen Coast, Princess Elizabeth Land, East Antarctica): Revised Management Plan",2014,ATCM XXXVII - CEP XVII,Effective,Effective 05/08/2014 (Fast Approval),Area protection and management,Amanda Bay (ASPA 169) | ASPAs (Antarctic Specially Protected Areas),ASPA No 169 - Amanda Bay | https://documents.ats.aq/recatt/att550_e.pdf,127,,,Fast Approval: Entered into effect on 5 Aug 2014,https://www.ats.aq/devAS/Meetings/Measure/570?s=1&iframe=1&from=05/07/2014&to=05/07/2014&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2014/Measure_M10.txt
M11,Measure,"Measure 11 (2014) - ATCM XXXVII - CEP XVII, Brasilia","Antarctic Specially Protected Area No 171 (Narębski Point, Barton Peninsula, King George Island): Revised Management Plan",2014,ATCM XXXVII - CEP XVII,Effective,Effective 05/08/2014 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Narębski Point (ASPA 171),ASPA No 171- Narębski Point . Replaced by M8 (2019) | https://documents.ats.aq/recatt/att551_e.pdf,127,Management Plan for ASPA No 171 annexed to this Measure revoked by Measure 8 (2019),,Fast Approval: Entered into effect on 5 Aug 2014,https://www.ats.aq/devAS/Meetings/Measure/571?s=1&iframe=1&from=05/07/2014&to=05/07/2014&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2014/Measure_M11.txt
