number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
M1,Measure,"Measure 1 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 108 (Green Island, Berthelot Islands, Antarctic Peninsula): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Green Island (ASPA 108),ASPA N° 108 - Green Island . Replaced by M1 (2018) | https://documents.ats.aq/recatt/att514_e.pdf,125,Management Plan for ASPA No 108 annexed to this Measure revoked by Measure 1 (2018),,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/526?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M1.txt
M2,Measure,"Measure 2 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 117 (Avian Island, Marguerite Bay, Antarctic Peninsula): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Avian Island (ASPA 117),ASPA N° 117 - Avian Island | https://documents.ats.aq/recatt/att515_e.pdf,125,Management Plan for ASPA No 117 annexed to this Measure revoked by Measure 2 (2018),,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/527?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M2.txt
M3,Measure,"Measure 3 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 123 (Barwick and Balham Valleys, Southern Victoria Land): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Barwick Valley (ASPA 123),ASPA N° 123 - Barwick and Balham Valleys | https://documents.ats.aq/recatt/att516_e.pdf,125,Management Plan for ASPA No 123 annexed to this Measure revoked by Measure 1 (2019),,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/528?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M3.txt
M4,Measure,"Measure 4 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 132 (Potter Peninsula, King George Island (Isla 25 de Mayo), South Shetland Islands): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,Potter Peninsula (ASPA 132),ASPA N° 132 - Potter Peninsula | https://documents.ats.aq/recatt/att517_e.pdf,125,Management Plan for ASPA No 132 annexed to this Measure revoked by Measure 3 (2018),,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/529?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M4.txt
M5,Measure,"Measure 5 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 134 (Cierva Point and offshore islands, Danco Coast, Antarctic Peninsula): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,Cierva Point (ASPA 134),ASPA N° 134 - Cierva Point and offshore islands | https://documents.ats.aq/recatt/att518_e.pdf,125,Management Plan for the ASPA 134 annexed to this Measure revoked by Measure 11 (2021).,,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/530?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M5.txt
M6,Measure,"Measure 6 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 135 (North-east Bailey Peninsula, Budd Coast, Wilkes Land): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Bailey Peninsula (ASPA 135),ASPA N° 135 - North-east Bailey Peninsula . Replaced by M3 (2024) | https://documents.ats.aq/recatt/att519_e.pdf,125,,,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/531?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M6.txt
M7,Measure,"Measure 7 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 137 (Northwest White Island, McMurdo Sound): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | White Island (ASPA 137),ASPA N° 137 - Northwest White Island | https://documents.ats.aq/recatt/att520_e.pdf,125,Management Plan for Antarctic Specially Protected Area No 137 annexed to this Measure revoked by Measure 7 (2023),,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/532?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M7.txt
M8,Measure,"Measure 8 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 138 (Linnaeus Terrace, Asgard Range, Victoria Land): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,Linnaeus Terrace (ASPA 138),ASPA N° 138 - Linnaeus Terrace | https://documents.ats.aq/recatt/att521_e.pdf,125,Management Plan for Antarctic Specially Protected Area No 138 annexed to this Measure revoked by Measure 8 (2023),,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/533?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M8.txt
M9,Measure,"Measure 9 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 143 (Marine Plain, Mule Peninsula, Vestfold Hills, Princess Elizabeth Land): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Marine Plain (ASPA 143),ASPA N° 143 - Marine Plain | https://documents.ats.aq/recatt/att522_e.pdf,125,,,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/534?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M9.txt
M10,Measure,"Measure 10 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 147 (Ablation Valley and Ganymede Heights, Alexander Island): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,Ablation Point (ASPA 147) | ASPAs (Antarctic Specially Protected Areas),ASPA N° 147 - Ablation Valley and Ganymede Heights | https://documents.ats.aq/recatt/att523_e.pdf,125,Management Plan for ASPA No 147 annexed to this Measure revoked by Measure 10 (2013),,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/535?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M10.txt
M11,Measure,"Measure 11 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 151 (Lions Rump, King George Island (Isla 25 de Mayo), South Shetland Islands): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Lions Rump (ASPA 151),ASPA N° 151 - Lions Rump | https://documents.ats.aq/recatt/att524_e.pdf,125,Management Plan for ASPA No 151 annexed to this Measure revoked by Measure 5 (2019),,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/536?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M11.txt
M12,Measure,"Measure 12 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 154 (Botany Bay, Cape Geology, Victoria Land): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Botany Bay (ASPA 154),ASPA N° 154 - Botany Bay | https://documents.ats.aq/recatt/att525_e.pdf,125,Management Plan for ASPA No 154 annexed to this Measure revoked by Measure 6 (2019),,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/537?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M12.txt
M13,Measure,"Measure 13 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 156 (Lewis Bay, Mount Erebus, Ross Island): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Lewis Bay Tomb (ASPA 156),ASPA N° 156 - Lewis Bay | https://documents.ats.aq/recatt/att526_e.pdf,125,Management Plan for ASPA No. 156 extended by ATCM XLI Management Plan for Antarctic Specially Protected Area No 156 annexed to this Measure revoked by Measure 13 (2023),,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/538?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M13.txt
M14,Measure,"Measure 14 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 160 (Frazier Islands, Windmill Islands, Wilkes Land, East Antarctica): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Frazier Islands (ASPA 160),ASPA N° 160 - Frazier Islands . Replaced by M10 (2024) | https://documents.ats.aq/recatt/att527_e.pdf,125,,,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/539?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M14.txt
M15,Measure,"Measure 15 (2013) - ATCM XXXVI - CEP XVI, Brussels","Antarctic Specially Protected Area No 161 (Terra Nova Bay, Ross Sea): Revised Management Plan",2013,ATCM XXXVI - CEP XVI,Effective,Effective 27/08/2013 (Fast Approval),Area protection and management,ASPAs (Antarctic Specially Protected Areas) | Terra Nova Bay (ASPA 161),ASPA N° 161 - Terra Nova Bay | https://documents.ats.aq/recatt/att528_e.pdf,125,Management Plan for ASPA No 161 annexed to this Measure revoked by Measure 7 (2019),,Fast Approval: Entered into effect on 27 Aug 2013,https://www.ats.aq/devAS/Meetings/Measure/540?s=1&iframe=1&from=05/29/2013&to=05/29/2013&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2013/Measure_M15.txt
