number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
12,Recommendation,"Recommendation IV-12 (ATCM IV - Santiago, 1966)",Designation of SPA 12 (Fildes Peninsula),1966,ATCM IV,Did_not_enter_into_effect,Did not enter into effect. Terminated: ATCM VIII-2,Area protection and management,Fildes Peninsula (ASPA 125) | SPAs (Specially Protected Areas),SPA 12 - Map | https://documents.ats.aq/recatt/att107_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/50?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_12.txt
1,Recommendation,"Recommendation IV-1 (ATCM IV - Santiago, 1966)",Designation of SPA 1 (Taylor Rookery),1966,ATCM IV,Effective,Effective 28/04/2005. No longer current: D 1 (2011),Area protection and management,SPAs (Specially Protected Areas) | Taylor Rookery (ASPA 101),SPA 1 - map | https://documents.ats.aq/recatt/att016_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/39?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_1.txt
2,Recommendation,"Recommendation IV-2 (ATCM IV - Santiago, 1966)",Designation of SPA 2 (Rookery Islands),1966,ATCM IV,Effective,Effective 28/04/2005. No longer current: D 1 (2011),Area protection and management,Rookery Islands (ASPA 102) | SPAs (Specially Protected Areas),SPA 2 - map | https://documents.ats.aq/recatt/att017_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/40?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_2.txt
3,Recommendation,"Recommendation IV-3 (ATCM IV - Santiago, 1966)",Designation of SPA 3 (Ardery and Odbert Islands),1966,ATCM IV,Effective,Effective 28/04/2005. No longer current: D 1 (2011),Area protection and management,Ardery and Odbert Islands (ASPA 103) | SPAs (Specially Protected Areas),SPA 3 - map | https://documents.ats.aq/recatt/att018_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/41?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_3.txt
4,Recommendation,"Recommendation IV-4 (ATCM IV - Santiago, 1966)","Designation of SPA 4 (Sabrina Island, Balleny Islands)",1966,ATCM IV,Effective,Effective 01/11/1982. No longer current: M 3 (2009),Area protection and management,Sabrina Island (ASPA 104) | SPAs (Specially Protected Areas),SPA 4 - Map | https://documents.ats.aq/recatt/att100_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/42?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_4.txt
5,Recommendation,"Recommendation IV-5 (ATCM IV - Santiago, 1966)",Designation of SPA 5 (Beaufort Island),1966,ATCM IV,Effective,Effective 28/04/2005. No longer current: M 4 (2010),Area protection and management,Beaufort Island (ASPA 105) | SPAs (Specially Protected Areas),SPA 5 - Map | https://documents.ats.aq/recatt/att101_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/43?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_5.txt
6,Recommendation,"Recommendation IV-6 (ATCM IV - Santiago, 1966)",Designation of SPA 6 (Cape Crozier),1966,ATCM IV,Effective,Effective 01/11/1982. Terminated: ATCM VIII-2,Area protection and management,Cape Crozier (ASPA 124) | SPAs (Specially Protected Areas),SPA 6 - Map | https://documents.ats.aq/recatt/att104_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/44?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_6.txt
7,Recommendation,"Recommendation IV-7 (ATCM IV - Santiago, 1966)",Designation of SPA 7 (Cape Hallet),1966,ATCM IV,Effective,Effective 28/04/2005. No longer current: M 5 (2010),Area protection and management,Cape Hallet (ASPA 106) | SPAs (Specially Protected Areas),SPA 7 - Map | https://documents.ats.aq/recatt/att102_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/45?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_7.txt
8,Recommendation,"Recommendation IV-8 (ATCM IV - Santiago, 1966)",Designation of SPA 8 (Dion Islands),1966,ATCM IV,Effective,Effective 28/04/2005. No longer current: D 1 (2011),Area protection and management,Dion islands (SPA 8) | Emperor Island (ASPA 107) | SPAs (Specially Protected Areas),,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/46?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_8.txt
9,Recommendation,"Recommendation IV-9 (ATCM IV - Santiago, 1966)",Designation of SPA 9 (Green Island),1966,ATCM IV,Effective,Effective 28/04/2005. No longer current: D 1 (2011),Area protection and management,Green Island (ASPA 108) | SPAs (Specially Protected Areas),SPA 9 - Map | https://documents.ats.aq/recatt/att103_e.pdf,9,,14/12/1967 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 21/02/1968 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 30/10/1967 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 05/07/1968 | Norway * || | Peru || 11/07/1977 | Poland || 12/09/1968 | Russian Federation * || 22/05/1967 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 11/09/1968 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/47?s=1&iframe=1&from=11/18/1966&to=11/18/1966&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1966/Recommendation_9.txt
