number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
3,Recommendation,"Recommendation XVI-3 (ATCM XVI - Bonn, 1991)","Designation of SSSI 35 (Bransfield Strait), 36 (Dallmann Bay)",1991,ATCM XVI,Did_not_enter_into_effect,Did not enter into effect. Withdrawn: M 10 (2009),Area protection and management,Bransfield Strait (ASPA 152) | Dallmann Bay (ASPA 153) | SSSIs (Sites of Special Scientific Interest),SSSI 35 - Management Plan SSSI 36 - Management Plan | https://documents.ats.aq/recatt/att317_e.pdf,74,Management Plan for SSSI 35 withdrawn by Measure 10 (2009),01/11/1995 | Argentina * || 07/06/1995 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 06/10/1998 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador * || 02/04/1997 | Finland * || 26/04/1995 | France * || 02/11/1992 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands * || 21/10/1992 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 20/05/2004 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/200?s=1&iframe=1&from=10/18/1991&to=10/18/1991&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1991/Recommendation_3.txt
4,Recommendation,"Recommendation XVI-4 (ATCM XVI - Bonn, 1991)",Redesignation of SSSI 30 (Avian Island) as SPA 21,1991,ATCM XVI,Did_not_enter_into_effect,Did not enter into effect. No longer current: D 1 (2011),Area protection and management,Avian Island (ASPA 117) | SPAs (Specially Protected Areas) | SSSIs (Sites of Special Scientific Interest),SPA 21 - Management Plan | https://documents.ats.aq/recatt/att297_e.pdf,75,,01/11/1995 | Argentina * || 07/06/1995 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 06/10/1998 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador * || 02/04/1997 | Finland * || 26/04/1995 | France * || 28/04/2005 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands * || 21/10/1992 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 20/05/2004 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || | United Kingdom * || 06/09/1997 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/201?s=1&iframe=1&from=10/18/1991&to=10/18/1991&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1991/Recommendation_4.txt
5,Recommendation,"Recommendation XVI-5 (ATCM XVI - Bonn, 1991)",Revised management plan for SSSI 6 (Byers peninsula),1991,ATCM XVI,Did_not_enter_into_effect,Did not enter into effect. No longer current: D 1 (2011),Area protection and management,Byers Peninsula (ASPA 126) | SSSIs (Sites of Special Scientific Interest),SSSI 6 - Rev. Management Plan | https://documents.ats.aq/recatt/att175_e.pdf,75,Management Plan for SSSI 6 withdrawn by Measure 4 (2011),01/11/1995 | Argentina * || 07/06/1995 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 06/10/1998 | Chile * || 26/01/1995 | China * || | Czechia || 11/05/2016 | Ecuador * || 02/04/1997 | Finland * || 26/04/1995 | France * || 02/11/1992 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands * || 21/10/1992 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 20/05/2004 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/202?s=1&iframe=1&from=10/18/1991&to=10/18/1991&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1991/Recommendation_5.txt
6,Recommendation,"Recommendation XVI-6 (ATCM XVI - Bonn, 1991)","Management plans for SPA 8 (Dion Islands), 9 (Green Island), 13 (Moe Island), 14 (Lynch Island), 15 (Powell Island), 16 (Coppermine Peninsula), 18 (Coronation Island) and 19 (Lagotellerie Island).",1991,ATCM XVI,Did_not_enter_into_effect,Did not enter into effect. Withdrawn: D 3 (2017),Area protection and management,Coppermine Peninsula (ASPA 112) | Coronation Island (ASPA 114) | Dion islands (SPA 8) | Emperor Island (ASPA 107) | Green Island (ASPA 108) | Lagotellerie Island (ASPA 115) | Lynch Island (ASPA 110) | Moe Island (ASPA 109) | Powell Island (ASPA 111) | SPAs (Specially Protected Areas),SPA 13 - Management Plan SPA 14 - Management Plan SPA 15 - Management Plan SPA 16 - Management Plan SPA 18 - Management Plan SPA 19 - Management Plan SPA 8 - Management Plan SPA 9 - Management Plan | https://documents.ats.aq/recatt/att258_e.pdf,75,Management Plan for SSSI No. 8 (ASPA No. 107) not effective by Measure 1 (2002) Management Plans for SPA 15 withdrawn by Measure 3 (2012),01/11/1995 | Argentina * || 07/06/1995 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 06/10/1998 | Chile * || 26/01/1995 | China * || | Czechia || 11/05/2016 | Ecuador * || 02/04/1997 | Finland * || 26/04/1995 | France * || 28/04/2005 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands * || 21/10/1992 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 20/05/2004 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/203?s=1&iframe=1&from=10/18/1991&to=10/18/1991&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1991/Recommendation_6.txt
7,Recommendation,"Recommendation XVI-7 (ATCM XVI - Bonn, 1991)","Extension of expiry dates for SSSI 4 (Cape Crozier), 5 (Fildes Peninsula), 7 (Haswell Island), 10 (Caughley Beach), 11 (Tramway Ridge), 12 (Canada Glacier) 18 (White Island) and 22 (Yukidori Valley)",1991,ATCM XVI,Did_not_enter_into_effect,Did not enter into effect. No longer current: D 1 (2011),Area protection and management,Canada Glacier (ASPA 131) | Cape Crozier (ASPA 124) | Caughley Beach (SSSI 10) | Fildes Peninsula (ASPA 125) | Haswell Island (ASPA 127) | SSSIs (Sites of Special Scientific Interest) | Tramway Ridge (ASPA 130) | White Island (ASPA 137) | Yukidori Valley (ASPA 141),,75,,01/11/1995 | Argentina * || 07/06/1995 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 06/10/1998 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador * || 02/04/1997 | Finland * || 26/04/1995 | France * || 28/04/2005 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands * || 21/10/1992 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 20/05/2004 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/204?s=1&iframe=1&from=10/18/1991&to=10/18/1991&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1991/Recommendation_7.txt
8,Recommendation,"Recommendation XVI-8 (ATCM XVI - Bonn, 1991)",Designation of SPA 22 (Cryptogam Ridge),1991,ATCM XVI,Did_not_enter_into_effect,Did not enter into effect. No longer current: D 1 (2011),Area protection and management,SPAs (Specially Protected Areas) | Summit of Mount Melbourne (ASPA 118),SPA 22 - Management Plan | https://documents.ats.aq/recatt/att298_e.pdf,77,,01/11/1995 | Argentina * || 07/06/1995 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 06/10/1998 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador * || 02/04/1997 | Finland * || 26/04/1995 | France * || 28/04/2005 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands * || 21/10/1992 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 20/05/2004 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || | United Kingdom * || 06/09/1997 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/205?s=1&iframe=1&from=10/18/1991&to=10/18/1991&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1991/Recommendation_8.txt
9,Recommendation,"Recommendation XVI-9 (ATCM XVI - Bonn, 1991)",Designation of SPA 23 (Forlidas and Davis Valley Ponds),1991,ATCM XVI,Did_not_enter_into_effect,Did not enter into effect. Withdrawn: M 6 (2010),Area protection and management,Davis Valley ponds and Forlidas Pond (ASPA 119) | SPAs (Specially Protected Areas),SPA 23 - Management Plan | https://documents.ats.aq/recatt/att299_e.pdf,77,Recommendation 9 (1991) withdrawn by Measure 6 (2010),01/11/1995 | Argentina * || 07/06/1995 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 06/10/1998 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador * || 02/04/1997 | Finland * || 26/04/1995 | France * || 28/04/2005 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands * || 21/10/1992 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 20/05/2004 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || | United Kingdom * || 06/09/1997 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/206?s=1&iframe=1&from=10/18/1991&to=10/18/1991&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1991/Recommendation_9.txt
11,Recommendation,"Recommendation XVI-11 (ATCM XVI - Bonn, 1991)","Historic Monuments 56 (Waterboat Point), 57 (Yankee Bay), 58 (Whalers Bay), 59 (Half Moon Beach)",1991,ATCM XVI,Did_not_enter_into_effect,Did not enter into effect. No longer current: M 3 (2003),Historic Sites and Monuments | Area protection and management,De-listed (HSM 58) | MacFarlane's Plaque (HSM 57) | San Telmo Cairn (HSM 59) | Waterboat Point Hut (HSM 56),,99,,01/11/1995 | Argentina * || 07/06/1995 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 06/10/1998 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador * || 02/04/1997 | Finland * || 26/04/1995 | France * || 02/11/1992 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 15/02/2012 | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands * || 21/10/1992 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 20/05/2004 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/208?s=1&iframe=1&from=10/18/1991&to=10/18/1991&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1991/Recommendation_11.txt
13,Recommendation,"Recommendation XVI-13 (ATCM XVI - Bonn, 1991)",Intersessional meeting on tourism,1991,ATCM XVI,Did_not_enter_into_effect,Did not enter into effect. Spent: D 3 (2002),Tourism and Non-Governmental Activities,ATCM (Antarctic Treaty Consultative Meeting) | Meetings,,113,,01/11/1995 | Argentina * || 07/06/1995 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 06/10/1998 | Chile * || 26/01/1995 | China * || | Czechia || | Ecuador * || 18/06/1997 | Finland * || 26/04/1995 | France * || 02/11/1992 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || | Japan * || 10/05/1995 | Korea (ROK) * || | Netherlands * || 21/10/1992 | New Zealand * || 13/10/1993 | Norway * || | Peru * || 20/05/2004 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/210?s=1&iframe=1&from=10/18/1991&to=10/18/1991&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1991/Recommendation_13.txt
1,Recommendation,"Recommendation XVI-1 (ATCM XVI - Bonn, 1991)",Antarctic legislation and information exchange,1991,ATCM XVI,Effective,Effective 19/09/2019,Information exchange,Implementing legislation,,56,,01/11/1995 | Argentina * || 07/06/1995 | Australia * || 29/01/2004 | Belgium * || 01/09/1998 | Brazil * || | Bulgaria || 06/10/1998 | Chile * || 26/01/1995 | China * || | Czechia || 11/05/2016 | Ecuador * || 18/06/1997 | Finland * || 26/04/1995 | France * || 02/11/1992 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 16/09/2019 | Japan * || 10/05/1995 | Korea (ROK) * || 10/10/2003 | Netherlands * || 21/10/1992 | New Zealand * || 13/10/1993 | Norway * || 05/11/2003 | Peru * || 20/05/2004 | Poland * || 19/06/2001 | Russian Federation * || 14/06/1995 | South Africa * || 03/02/2003 | Spain * || 07/04/1994 | Sweden * || | Ukraine || 27/04/1995 | United Kingdom * || 09/05/1995 | United States * || 15/05/1995 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/198?s=1&iframe=1&from=10/18/1991&to=10/18/1991&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1991/Recommendation_1.txt
