number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
8,Recommendation,"Recommendation VI-8 (ATCM VI - Tokyo, 1970)",Introduction of entry permits for SPAs,1970,ATCM VI,Did_not_enter_into_effect,Did not enter into effect. No longer current: D 1 (2011),Area protection and management,SPAs (Specially Protected Areas),,9,,10/10/1973 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || | Brazil || | Bulgaria || 03/08/1971 | Chile * || | China || | Czechia || | Ecuador || | Finland || 23/04/1971 | France * || | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 17/09/1971 | Norway * || | Peru || 11/07/1977 | Poland || 04/04/1972 | Russian Federation * || 21/05/1971 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || | United Kingdom * || 25/07/1972 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/83?s=1&iframe=1&from=10/31/1970&to=10/31/1970&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1970/Recommendation_8.txt
1,Recommendation,"Recommendation VI-1 (ATCM VI - Tokyo, 1970)",Guideline recommendations on Antarctic Telecommunications,1970,ATCM VI,Effective,Effective 10/10/1973. No longer current: D 1 (2014),Operational matters,Guidelines | Meeting of Experts | Meteorology | Telecommunication,,9,,10/10/1973 | Argentina * || 26/05/1972 | Australia * || 08/06/1971 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 03/08/1971 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 23/04/1971 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 31/07/1972 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 17/09/1971 | Norway * || | Peru || 11/07/1977 | Poland || 04/04/1972 | Russian Federation * || 21/05/1971 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 25/06/1971 | United Kingdom * || 25/07/1972 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/76?s=1&iframe=1&from=10/31/1970&to=10/31/1970&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1970/Recommendation_1.txt
2,Recommendation,"Recommendation VI-2 (ATCM VI - Tokyo, 1970)",Information exchange on telecommunications facilities.,1970,ATCM VI,Effective,Effective 10/10/1973. No longer current: D 1 (2012),Information exchange,Telecommunication,Information on telecommunications | https://documents.ats.aq/recatt/att295_e.pdf,9,,10/10/1973 | Argentina * || 26/05/1972 | Australia * || 08/06/1971 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 03/08/1971 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 23/04/1971 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 31/07/1972 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 17/09/1971 | Norway * || | Peru || 11/07/1977 | Poland || 04/04/1972 | Russian Federation * || 21/05/1971 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 25/06/1971 | United Kingdom * || 25/07/1972 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/77?s=1&iframe=1&from=10/31/1970&to=10/31/1970&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1970/Recommendation_2.txt
3,Recommendation,"Recommendation VI-3 (ATCM VI - Tokyo, 1970)",Exchange of meteorological information,1970,ATCM VI,Effective,Effective 10/10/1973. No longer current: D 1 (2014),Operational matters | Information exchange,Meteorology | WMO (World Meteorological Organisation),Annex I Annex II Notes and keys | https://documents.ats.aq/recatt/att292_e.pdf,9,,10/10/1973 | Argentina * || 26/05/1972 | Australia * || 08/06/1971 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 03/08/1971 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 23/04/1971 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 31/07/1972 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 17/09/1971 | Norway * || | Peru || 11/07/1977 | Poland || 04/04/1972 | Russian Federation * || 21/05/1971 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 25/06/1971 | United Kingdom * || 25/07/1972 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/78?s=1&iframe=1&from=10/31/1970&to=10/31/1970&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1970/Recommendation_3.txt
4,Recommendation,"Recommendation VI-4 (ATCM VI - Tokyo, 1970)",Human interference with the environment,1970,ATCM VI,Effective,Effective 10/10/1973. No longer current: D 1 (2011),Environmental protection,Environmental monitoring | SCAR (Scientific Committee on Antarctic Research),,9,,10/10/1973 | Argentina * || 26/05/1972 | Australia * || 08/06/1971 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 03/08/1971 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 23/04/1971 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 31/07/1972 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 17/09/1971 | Norway * || | Peru || 11/07/1977 | Poland || 04/04/1972 | Russian Federation * || 21/05/1971 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 25/06/1971 | United Kingdom * || 25/07/1972 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/79?s=1&iframe=1&from=10/31/1970&to=10/31/1970&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1970/Recommendation_4.txt
5,Recommendation,"Recommendation VI-5 (ATCM VI - Tokyo, 1970)",Control of radio isotopes in scientific investigations.,1970,ATCM VI,Effective,Effective 10/10/1973,Scientific cooperation,Nuclear equipment and techniques | SCAR (Scientific Committee on Antarctic Research),,9,,10/10/1973 | Argentina * || 26/05/1972 | Australia * || 08/06/1971 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 03/08/1971 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 23/04/1971 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 31/07/1972 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 17/09/1971 | Norway * || | Peru || 11/07/1977 | Poland || 04/04/1972 | Russian Federation * || 21/05/1971 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 25/06/1971 | United Kingdom * || 25/07/1972 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/80?s=1&iframe=1&from=10/31/1970&to=10/31/1970&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1970/Recommendation_5.txt
6,Recommendation,"Recommendation VI-6 (ATCM VI - Tokyo, 1970)",Information exchange on the use of radio isotopes,1970,ATCM VI,Effective,Effective 10/10/1973,Information exchange | Scientific cooperation,Nuclear equipment and techniques,,9,,10/10/1973 | Argentina * || 26/05/1972 | Australia * || 08/06/1971 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 03/08/1971 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 23/04/1971 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 31/07/1972 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 17/09/1971 | Norway * || | Peru || 11/07/1977 | Poland || 04/04/1972 | Russian Federation * || 21/05/1971 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 25/06/1971 | United Kingdom * || 25/07/1972 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/81?s=1&iframe=1&from=10/31/1970&to=10/31/1970&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1970/Recommendation_6.txt
7,Recommendation,"Recommendation VI-7 (ATCM VI - Tokyo, 1970)",Regulation of Antarctic Tourism,1970,ATCM VI,Effective,Effective 10/10/1973,Tourism and Non-Governmental Activities,Information exchange | Tourism Management | Tourism planning | Visits to stations,,9,,10/10/1973 | Argentina * || 26/05/1972 | Australia * || 08/06/1971 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 03/08/1971 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 23/04/1971 | France * || 17/02/1981 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 31/07/1972 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 17/09/1971 | Norway * || | Peru || 11/07/1977 | Poland || 04/04/1972 | Russian Federation * || 21/05/1971 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 25/06/1971 | United Kingdom * || 25/07/1972 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/82?s=1&iframe=1&from=10/31/1970&to=10/31/1970&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1970/Recommendation_7.txt
9,Recommendation,"Recommendation VI-9 (ATCM VI - Tokyo, 1970)",Information exchange on the conservation of flora and fauna,1970,ATCM VI,Effective,Effective 01/11/1982. No longer current: D 1 (2011),Fauna and flora | Information exchange,SCAR (Scientific Committee on Antarctic Research),,9,,10/10/1973 | Argentina * || 01/09/1980 | Australia * || 08/06/1971 | Belgium * || 27/10/1986 | Brazil || | Bulgaria || 03/08/1971 | Chile * || 11/12/1985 | China || | Czechia || | Ecuador || | Finland || 23/04/1971 | France * || | Germany || | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 17/09/1971 | Norway * || | Peru || 11/07/1977 | Poland || 04/04/1972 | Russian Federation * || 21/05/1971 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 25/06/1971 | United Kingdom * || 25/07/1972 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/84?s=1&iframe=1&from=10/31/1970&to=10/31/1970&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1970/Recommendation_9.txt
10,Recommendation,"Recommendation VI-10 (ATCM VI - Tokyo, 1970)",Designation of SPA 16 (Coppermine Peninsula),1970,ATCM VI,Effective,Effective 08/04/1987,Area protection and management,Coppermine Peninsula (ASPA 112) | SPAs (Specially Protected Areas),SPA 16 - Map | https://documents.ats.aq/recatt/att113_e.pdf,9,,10/10/1973 | Argentina * || 01/09/1980 | Australia * || 25/01/1978 | Belgium * || | Brazil || | Bulgaria || 03/08/1971 | Chile * || | China || | Czechia || | Ecuador || | Finland || 23/04/1971 | France * || 28/04/2005 | Germany || 07/03/1988 | India || 22/04/1987 | Italy || 01/11/1982 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 23/12/1971 | New Zealand * || 17/09/1971 | Norway * || | Peru || 11/07/1977 | Poland || 04/04/1972 | Russian Federation * || 21/05/1971 | South Africa * || 08/04/1988 | Spain || | Sweden || | Ukraine || 08/04/1987 | United Kingdom * || 31/07/1979 | United States * || 10/10/1989 | Uruguay,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/85?s=1&iframe=1&from=10/31/1970&to=10/31/1970&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1970/Recommendation_10.txt
