number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
2,Recommendation,"Recommendation XIV-2 (ATCM XIV - Rio de Janeiro, 1987)",Environmental impact evaluation,1987,ATCM XIV,Did_not_enter_into_effect,Did not enter into effect. No longer current: D 1 (2011),Environmental impact assessment,CEE (Comprehensive Environmental Evaluation) | Guidelines | IEE (Initial Environmental Evaluation),,7,,23/01/1989 | Argentina * || 20/10/1989 | Australia * || 20/11/1992 | Belgium * || 22/05/1989 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 08/01/1990 | China * || | Czechia || | Ecuador || | Finland || 16/11/1989 | France * || 24/04/1989 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 04/11/1989 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 10/10/1989 | New Zealand * || 22/11/1990 | Norway * || | Peru || 05/10/1989 | Poland * || 03/02/1989 | Russian Federation * || 04/11/1988 | South Africa * || 03/02/2003 | Spain || | Sweden || | Ukraine || | United Kingdom * || 27/06/1988 | United States * || 10/10/1989 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/161?s=1&iframe=1&from=10/16/1987&to=10/16/1987&cat=0&top=0&type=1&stat=5&txt=&curr=0,data_raw/measure_texts/1987/Recommendation_2.txt
1,Recommendation,"Recommendation XIV-1 (ATCM XIV - Rio de Janeiro, 1987)",Public availability of ATCM documents,1987,ATCM XIV,Effective,Effective 23/01/2004,Institutional & legal matters,Document handling | Final Report | IP (Information Paper) | Public information | Rules of Procedure,,7,,23/01/1989 | Argentina * || 20/10/1989 | Australia * || 20/11/1992 | Belgium * || 22/05/1989 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 08/01/1990 | China * || | Czechia || | Ecuador || | Finland || 16/11/1989 | France * || 24/04/1989 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 04/11/1989 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 10/10/1989 | New Zealand * || 22/11/1990 | Norway * || | Peru || 05/10/1989 | Poland * || 03/02/1989 | Russian Federation * || 04/11/1988 | South Africa * || 03/02/2003 | Spain || | Sweden || | Ukraine || 27/04/1995 | United Kingdom * || 27/06/1988 | United States * || 10/10/1989 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/160?s=1&iframe=1&from=10/16/1987&to=10/16/1987&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1987/Recommendation_1.txt
3,Recommendation,"Recommendation XIV-3 (ATCM XIV - Rio de Janeiro, 1987)",Regulations for scientific drilling,1987,ATCM XIV,Effective,Effective 23/01/2004,Environmental protection,Drilling,,7,,23/01/1989 | Argentina * || 20/10/1989 | Australia * || 20/11/1992 | Belgium * || 22/05/1989 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 08/01/1990 | China * || | Czechia || | Ecuador || | Finland || 16/11/1989 | France * || 24/04/1989 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 04/11/1989 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 10/10/1989 | New Zealand * || 22/11/1990 | Norway * || | Peru || 05/10/1989 | Poland * || 03/02/1989 | Russian Federation * || 04/11/1988 | South Africa * || 03/02/2003 | Spain || | Sweden || | Ukraine || 27/04/1995 | United Kingdom * || 27/06/1988 | United States * || 10/10/1989 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/162?s=1&iframe=1&from=10/16/1987&to=10/16/1987&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1987/Recommendation_3.txt
4,Recommendation,"Recommendation XIV-4 (ATCM XIV - Rio de Janeiro, 1987)",Extension of expiry date for SSSI 2 (Arrival Heights),1987,ATCM XIV,Effective,Effective 23/01/2004. No longer current: D 1 (2011),Area protection and management,Arrival Heights (ASPA 122) | SSSIs (Sites of Special Scientific Interest),,7,,23/01/1989 | Argentina * || 20/10/1989 | Australia * || 20/11/1992 | Belgium * || 22/05/1989 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 08/01/1990 | China * || | Czechia || | Ecuador || | Finland || 16/11/1989 | France * || 24/04/1989 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 04/11/1989 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 10/10/1989 | New Zealand * || 22/11/1990 | Norway * || | Peru || 05/10/1989 | Poland * || 03/02/1989 | Russian Federation * || 04/11/1988 | South Africa * || 03/02/2003 | Spain || | Sweden || | Ukraine || 27/04/1995 | United Kingdom * || 27/06/1988 | United States * || 10/10/1989 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/163?s=1&iframe=1&from=10/16/1987&to=10/16/1987&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1987/Recommendation_4.txt
5,Recommendation,"Recommendation XIV-5 (ATCM XIV - Rio de Janeiro, 1987)","Designation of SSSI 22 (Yukidori Valley), 23 (Svarthamaren), 24 (Mt Melbourne), 25 (Marine Plain), 26 (Chile Bay), 27 (Port Foster), 28 (South Bay)",1987,ATCM XIV,Effective,Effective 23/01/2004. No longer current: M 13 (2014),Area protection and management,Chile Bay (ASPA 144) | Marine Plain (ASPA 143) | Port Foster (ASPA 145) | South Bay (ASPA 146) | SSSIs (Sites of Special Scientific Interest) | Summit of Mount Melbourne (ASPA 118) | Svarthamaren (ASPA 142) | Yukidori Valley (ASPA 141),SSSI 22 - Management Plan SSSI 23 - Management Plan SSSI 24 - Management Plan SSSI 25 - Management Plan SSSI 26 - Management Plan . No longer current by M9 (2023) SSSI 27 - Management Plan SSSI 28 - Management Plan | https://documents.ats.aq/recatt/att141_e.pdf,7,Management Plan for ASPA No. 118 not effective by Measure 5 (2008) Management Plan for ASPA No. 142 not effective by Measure 9 (2009) Management Plan for SSSI 26 /ASPA 144) annexed to this Measure revoked by Measure 9 (2023),23/01/1989 | Argentina * || 20/10/1989 | Australia * || 20/11/1992 | Belgium * || 22/05/1989 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 08/01/1990 | China * || | Czechia || | Ecuador || | Finland || 16/11/1989 | France * || 24/04/1989 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 04/11/1989 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 10/10/1989 | New Zealand * || 22/11/1990 | Norway * || | Peru || 05/10/1989 | Poland * || 03/02/1989 | Russian Federation * || 04/11/1988 | South Africa * || 03/02/2003 | Spain || | Sweden || | Ukraine || 27/04/1995 | United Kingdom * || 27/06/1988 | United States * || 10/10/1989 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/164?s=1&iframe=1&from=10/16/1987&to=10/16/1987&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1987/Recommendation_5.txt
6,Recommendation,"Recommendation XIV-6 (ATCM XIV - Rio de Janeiro, 1987)",Institution of Marine SSSIs,1987,ATCM XIV,Effective,Effective 23/01/2004. No longer current: D 1 (2007),Area protection and management,Marine Protected Areas | SCAR (Scientific Committee on Antarctic Research) | SSSIs (Sites of Special Scientific Interest),,7,,23/01/1989 | Argentina * || 20/10/1989 | Australia * || 20/11/1992 | Belgium * || 22/05/1989 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 08/01/1990 | China * || | Czechia || | Ecuador || | Finland || 16/11/1989 | France * || 24/04/1989 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 04/11/1989 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 10/10/1989 | New Zealand * || 22/11/1990 | Norway * || | Peru || 05/10/1989 | Poland * || 03/02/1989 | Russian Federation * || 04/11/1988 | South Africa * || 03/02/2003 | Spain || | Sweden || | Ukraine || 27/04/1995 | United Kingdom * || 27/06/1988 | United States * || 10/10/1989 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/165?s=1&iframe=1&from=10/16/1987&to=10/16/1987&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1987/Recommendation_6.txt
7,Recommendation,"Recommendation XIV-7 (ATCM XIV - Rio de Janeiro, 1987)",Collection and dissemination of meteorological data,1987,ATCM XIV,Effective,Effective 23/01/2004. No longer current: D 1 (2014),Operational matters,Meteorology | SCAR (Scientific Committee on Antarctic Research) | WMO (World Meteorological Organisation),Annexes | https://documents.ats.aq/recatt/att308_e.pdf,7,,23/01/1989 | Argentina * || 20/10/1989 | Australia * || 20/11/1992 | Belgium * || 22/05/1989 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 08/01/1990 | China * || | Czechia || | Ecuador || | Finland || 16/11/1989 | France * || 24/04/1989 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 04/11/1989 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 10/10/1989 | New Zealand * || 22/11/1990 | Norway * || | Peru || 05/10/1989 | Poland * || 03/02/1989 | Russian Federation * || 04/11/1988 | South Africa * || 03/02/2003 | Spain || | Sweden || | Ukraine || 27/04/1995 | United Kingdom * || 27/06/1988 | United States * || 10/10/1989 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/166?s=1&iframe=1&from=10/16/1987&to=10/16/1987&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1987/Recommendation_7.txt
8,Recommendation,"Recommendation XIV-8 (ATCM XIV - Rio de Janeiro, 1987)",Historic Monument 53 (Elephant Island),1987,ATCM XIV,Effective,Effective 23/01/2004,Historic Sites and Monuments | Area protection and management,Endurance Memorial Site (HSM 53),,7,,23/01/1989 | Argentina * || 20/10/1989 | Australia * || 20/11/1992 | Belgium * || 22/05/1989 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 08/01/1990 | China * || | Czechia || | Ecuador || | Finland || 16/11/1989 | France * || 24/04/1989 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 04/11/1989 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 10/10/1989 | New Zealand * || 22/11/1990 | Norway * || | Peru || 05/10/1989 | Poland * || 03/02/1989 | Russian Federation * || 04/11/1988 | South Africa * || 03/02/2003 | Spain || | Sweden || | Ukraine || 27/04/1995 | United Kingdom * || 27/06/1988 | United States * || 10/10/1989 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/167?s=1&iframe=1&from=10/16/1987&to=10/16/1987&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1987/Recommendation_8.txt
9,Recommendation,"Recommendation XIV-9 (ATCM XIV - Rio de Janeiro, 1987)",Expert Meeting on air safety,1987,ATCM XIV,Effective,Effective 23/01/2004. Spent: D 3 (2002),Operational matters,Air Safety | Meeting of Experts,Information prior to Meeting of Experts on Air Safety | https://documents.ats.aq/recatt/att306_e.pdf,7,,23/01/1989 | Argentina * || 20/10/1989 | Australia * || 20/11/1992 | Belgium * || 22/05/1989 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 08/01/1990 | China * || | Czechia || | Ecuador || | Finland || 16/11/1989 | France * || 24/04/1989 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 04/11/1989 | Japan * || 10/05/1995 | Korea (ROK) || | Netherlands || 10/10/1989 | New Zealand * || 22/11/1990 | Norway * || | Peru || 05/10/1989 | Poland * || 03/02/1989 | Russian Federation * || 04/11/1988 | South Africa * || 03/02/2003 | Spain || | Sweden || | Ukraine || 27/04/1995 | United Kingdom * || 27/06/1988 | United States * || 10/10/1989 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/168?s=1&iframe=1&from=10/16/1987&to=10/16/1987&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1987/Recommendation_9.txt
10,Recommendation,"Recommendation XIV-10 (ATCM XIV - Rio de Janeiro, 1987)",Meteorological and sea ice information services,1987,ATCM XIV,Effective,Effective 23/01/2004. No longer current: D 1 (2014),Operational matters,IOC (Intergovernmental Oceanographic Commission) | Meeting of Experts | Meteorology | SCAR (Scientific Committee on Antarctic Research) | WMO (World Meteorological Organisation),,7,,23/01/1989 | Argentina * || 20/10/1989 | Australia * || 20/11/1992 | Belgium * || 22/05/1989 | Brazil * || | Bulgaria || 14/08/1992 | Chile * || 08/01/1990 | China * || | Czechia || | Ecuador || | Finland || 16/11/1989 | France * || 24/04/1989 | Germany * || 23/01/2004 | India * || 11/02/1998 | Italy * || 04/11/1989 | Japan * || 10/05/1995 | Korea (ROK) || 10/10/2003 | Netherlands || 10/10/1989 | New Zealand * || 22/11/1990 | Norway * || | Peru || 05/10/1989 | Poland * || 03/02/1989 | Russian Federation * || 04/11/1988 | South Africa * || 03/02/2003 | Spain || | Sweden || | Ukraine || 27/04/1995 | United Kingdom * || 27/06/1988 | United States * || 10/10/1989 | Uruguay *,*Parties whose approval is needed for the Measure to enter into effect (Art. IX.4 of the Treaty),https://www.ats.aq/devAS/Meetings/Measure/169?s=1&iframe=1&from=10/16/1987&to=10/16/1987&cat=0&top=0&type=1&stat=4&txt=&curr=0,data_raw/measure_texts/1987/Recommendation_10.txt
