number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
M1,Measure,"Measure 1 (2024) - ATCM 46 - CEP 26, Kochi","Antarctic Specially Protected Area No 116 (New College Valley, Caughley Beach, Cape Bird, Ross Island): Revised Management Plan",2024,ATCM 46 - CEP 26,Not_yet_effective,Not yet effective (Fast Approval: Netherlands),Area protection and management,New College Valley (ASPA 116),"Antarctic Specially Protected Area 116 (New College Valley, Caughley Beach, Cape Bird, Ross Island): Revised Management Plan | https://documents.ats.aq/recatt/att772_e.pdf",92,,,Fast Approval: Extension of approval period requested by Netherlands.,https://www.ats.aq/devAS/Meetings/Measure/813?s=1&iframe=1&from=05/30/2024&to=05/30/2024&cat=0&top=0&type=2&stat=3&txt=&curr=0,data_raw/measure_texts_from_ats/2024/Measure_M1.txt
M2,Measure,"Measure 2 (2024) - ATCM 46 - CEP 26, Kochi","Antarctic Specially Protected Area No 128 (Western shore of Admiralty Bay, King George Island, South Shetland Islands): Revised Management Plan",2024,ATCM 46 - CEP 26,Not_yet_effective,Not yet effective (Fast Approval: Netherlands),Area protection and management,Admiralty Bay (ASPA 128),"Antarctic Specially Protected Area 128 (Western shore of Admiralty Bay, King George Island, South Shetland Islands): Revised Management Plan | https://documents.ats.aq/recatt/att773_e.pdf",92,,,Fast Approval: Extension of approval period requested by Netherlands.,https://www.ats.aq/devAS/Meetings/Measure/814?s=1&iframe=1&from=05/30/2024&to=05/30/2024&cat=0&top=0&type=2&stat=3&txt=&curr=0,data_raw/measure_texts_from_ats/2024/Measure_M2.txt
M3,Measure,"Measure 3 (2024) - ATCM 46 - CEP 26, Kochi","Antarctic Specially Protected Area No 135 (North-east Bailey Peninsula, Budd Coast, Wilkes Land): Revised Management Plan",2024,ATCM 46 - CEP 26,Not_yet_effective,Not yet effective (Fast Approval: Netherlands),Area protection and management,Bailey Peninsula (ASPA 135),"Antarctic Specially Protected Area No 135 (North-east Bailey Peninsula, Budd Coast, Wilkes Land): Revised Management Plan | https://documents.ats.aq/recatt/att774_e.pdf",92,,,Fast Approval: Extension of approval period requested by Netherlands.,https://www.ats.aq/devAS/Meetings/Measure/815?s=1&iframe=1&from=05/30/2024&to=05/30/2024&cat=0&top=0&type=2&stat=3&txt=&curr=0,data_raw/measure_texts_from_ats/2024/Measure_M3.txt
M4,Measure,"Measure 4 (2024) - ATCM 46 - CEP 26, Kochi","Antarctic Specially Protected Area No 136 (Clark Peninsula, Budd Coast, Wilkes Land, East Antarctica): Revised Management Plan",2024,ATCM 46 - CEP 26,Not_yet_effective,Not yet effective (Fast Approval: Netherlands),Area protection and management,Clark Peninsula (ASPA 136),"Antarctic Specially Protected Area No 136 (Clark Peninsula, Budd Coast, Wilkes Land, East Antarctica): Revised Management Plan | https://documents.ats.aq/recatt/att775_e.pdf",92,,,Fast Approval: Extension of approval period requested by Netherlands.,https://www.ats.aq/devAS/Meetings/Measure/816?s=1&iframe=1&from=05/30/2024&to=05/30/2024&cat=0&top=0&type=2&stat=3&txt=&curr=0,data_raw/measure_texts_from_ats/2024/Measure_M4.txt
M5,Measure,"Measure 5 (2024) - ATCM 46 - CEP 26, Kochi","Antarctic Specially Protected Area No 137 (Northwest White Island, McMurdo Sound): Revised Management Plan",2024,ATCM 46 - CEP 26,Not_yet_effective,Not yet effective (Fast Approval: Netherlands),Area protection and management,White Island (ASPA 137),"Antarctic Specially Protected Area No 137 (Northwest White Island, McMurdo Sound): Revised Management Plan | https://documents.ats.aq/recatt/att776_e.pdf",92,,,Fast Approval: Extension of approval period requested by Netherlands.,https://www.ats.aq/devAS/Meetings/Measure/817?s=1&iframe=1&from=05/30/2024&to=05/30/2024&cat=0&top=0&type=2&stat=3&txt=&curr=0,data_raw/measure_texts_from_ats/2024/Measure_M5.txt
M6,Measure,"Measure 6 (2024) - ATCM 46 - CEP 26, Kochi","Antarctic Specially Protected Area No 141 (Yukidori Valley, Langhovde, Lützow-Holm Bay): Revised Management Plan",2024,ATCM 46 - CEP 26,Not_yet_effective,Not yet effective (Fast Approval: Netherlands),Area protection and management,Yukidori Valley (ASPA 141),"Antarctic Specially Protected Area No 141 (Yukidori Valley, Langhovde, Lützow-Holm Bay): Revised Management Plan | https://documents.ats.aq/recatt/att777_e.pdf",92,,,Fast Approval: Extension of approval period requested by Netherlands.,https://www.ats.aq/devAS/Meetings/Measure/818?s=1&iframe=1&from=05/30/2024&to=05/30/2024&cat=0&top=0&type=2&stat=3&txt=&curr=0,data_raw/measure_texts_from_ats/2024/Measure_M6.txt
M7,Measure,"Measure 7 (2024) - ATCM 46 - CEP 26, Kochi",Antarctic Specially Protected Area No 142 (Svarthamaren): Revised Management Plan,2024,ATCM 46 - CEP 26,Not_yet_effective,Not yet effective (Fast Approval: Netherlands),Area protection and management,Svarthamaren (ASPA 142),Antarctic Specially Protected Area No 142 (Svarthamaren): Revised Management Plan | https://documents.ats.aq/recatt/att778_e.pdf,92,,,Fast Approval: Extension of approval period requested by Netherlands.,https://www.ats.aq/devAS/Meetings/Measure/819?s=1&iframe=1&from=05/30/2024&to=05/30/2024&cat=0&top=0&type=2&stat=3&txt=&curr=0,data_raw/measure_texts_from_ats/2024/Measure_M7.txt
M8,Measure,"Measure 8 (2024) - ATCM 46 - CEP 26, Kochi","Antarctic Specially Protected Area No 151 (Lions Rump, King George Island, South Shetland Islands): Revised Management Plan",2024,ATCM 46 - CEP 26,Not_yet_effective,Not yet effective (Fast Approval: Netherlands),Area protection and management,Lions Rump (ASPA 151),"Antarctic Specially Protected Area No 151 (Lions Rump, King George Island, South Shetland Islands): Revised Management Plan | https://documents.ats.aq/recatt/att779_e.pdf",92,,,Fast Approval: Extension of approval period requested by Netherlands.,https://www.ats.aq/devAS/Meetings/Measure/820?s=1&iframe=1&from=05/30/2024&to=05/30/2024&cat=0&top=0&type=2&stat=3&txt=&curr=0,data_raw/measure_texts_from_ats/2024/Measure_M8.txt
M9,Measure,"Measure 9 (2024) - ATCM 46 - CEP 26, Kochi","Antarctic Specially Protected Area No 154 (Botany Bay, Cape Geology, Victoria Land): Revised Management Plan",2024,ATCM 46 - CEP 26,Not_yet_effective,Not yet effective (Fast Approval: Netherlands),Area protection and management,Botany Bay (ASPA 154),"Antarctic Specially Protected Area No 154 (Botany Bay, Cape Geology, Victoria Land): Revised Management Plan | https://documents.ats.aq/recatt/att780_e.pdf",92,,,Fast Approval: Extension of approval period requested by Netherlands.,https://www.ats.aq/devAS/Meetings/Measure/821?s=1&iframe=1&from=05/30/2024&to=05/30/2024&cat=0&top=0&type=2&stat=3&txt=&curr=0,data_raw/measure_texts_from_ats/2024/Measure_M9.txt
M10,Measure,"Measure 10 (2024) - ATCM 46 - CEP 26, Kochi","Antarctic Specially Protected Area No 160 (Frazier Islands, Windmill Islands, Wilkes Land, East Antarctica): Revised Management Plan",2024,ATCM 46 - CEP 26,Not_yet_effective,Not yet effective (Fast Approval: Netherlands),Area protection and management,Frazier Islands (ASPA 160),"Antarctic Specially Protected Area No 160 (Frazier Islands, Windmill Islands, Wilkes Land, East Antarctica): Revised Management Plan | https://documents.ats.aq/recatt/att781_e.pdf",92,,,Fast Approval: Extension of approval period requested by Netherlands.,https://www.ats.aq/devAS/Meetings/Measure/822?s=1&iframe=1&from=05/30/2024&to=05/30/2024&cat=0&top=0&type=2&stat=3&txt=&curr=0,data_raw/measure_texts_from_ats/2024/Measure_M10.txt
M11,Measure,"Measure 11 (2024) - ATCM 46 - CEP 26, Kochi","Antarctic Specially Protected Area No 161 (Terra Nova Bay, Ross Sea): Revised Management Plan",2024,ATCM 46 - CEP 26,Not_yet_effective,Not yet effective (Fast Approval: Netherlands),Area protection and management,Terra Nova Bay (ASPA 161),"Antarctic Specially Protected Area No 161 (Terra Nova Bay, Ross Sea): Revised Management Plan | https://documents.ats.aq/recatt/att782_e.pdf",92,,,Fast Approval: Extension of approval period requested by Netherlands.,https://www.ats.aq/devAS/Meetings/Measure/823?s=1&iframe=1&from=05/30/2024&to=05/30/2024&cat=0&top=0&type=2&stat=3&txt=&curr=0,data_raw/measure_texts_from_ats/2024/Measure_M11.txt
M12,Measure,"Measure 12 (2024) - ATCM 46 - CEP 26, Kochi","Antarctic Specially Protected Area No 171 (Narębski Point, Barton Peninsula, King George Island): Revised Management Plan",2024,ATCM 46 - CEP 26,Not_yet_effective,Not yet effective (Fast Approval: Netherlands),Area protection and management,Narębski Point (ASPA 171),"Antarctic Specially Protected Area No 171 (Narębski Point, Barton Peninsula, King George Island): Revised Management Plan | https://documents.ats.aq/recatt/att783_e.pdf",92,,,Fast Approval: Extension of approval period requested by Netherlands.,https://www.ats.aq/devAS/Meetings/Measure/824?s=1&iframe=1&from=05/30/2024&to=05/30/2024&cat=0&top=0&type=2&stat=3&txt=&curr=0,data_raw/measure_texts_from_ats/2024/Measure_M12.txt
