number,measure_type,title,subject,year,meeting_name,status,status_details,category,topics,attachments,final_report_par,memo,approvals,approvals_text,url,text_file
M1,Measure,"Measure 1 (2022) - ATCM XLIV - CEP XXIV, Berlin",Antarctic Specially Managed Area No 7 (Southwest Anvers Island and Palmer Basin): Revised Management Plan,2022,ATCM XLIV - CEP XXIV,Effective,Effective 31/10/2022 (Fast Approval),Area protection and management,Southwest Anvers island and Palmer Basin (ASMA 7),ASMA No 7 (Southwest Anvers Island and Palmer Basin): Revised Management Plan | https://documents.ats.aq/recatt/att711_e.pdf,78,,,Fast Approval: Entered into effect on 31 Oct 2022,https://www.ats.aq/devAS/Meetings/Measure/751?s=1&iframe=1&from=06/02/2022&to=06/02/2022&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2022/Measure_M1.txt
M2,Measure,"Measure 2 (2022) - ATCM XLIV - CEP XXIV, Berlin","Antarctic Specially Protected Area No 109 (Moe Island, South Orkney Islands): Revised Management Plan",2022,ATCM XLIV - CEP XXIV,Effective,Effective 31/10/2022 (Fast Approval),Area protection and management,Moe Island (ASPA 109),"ASPA No 109 (Moe Island, South Orkney Islands): Revised Management Plan | https://documents.ats.aq/recatt/att712_e.pdf",78,,,Fast Approval: Entered into effect on 31 Oct 2022,https://www.ats.aq/devAS/Meetings/Measure/752?s=1&iframe=1&from=06/02/2022&to=06/02/2022&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2022/Measure_M2.txt
M3,Measure,"Measure 3 (2022) - ATCM XLIV - CEP XXIV, Berlin","Antarctic Specially Protected Area No 110 (Lynch Island, South Orkney Islands): Revised Management Plan",2022,ATCM XLIV - CEP XXIV,Effective,Effective 31/10/2022 (Fast Approval),Area protection and management,Lynch Island (ASPA 110),"ASPA No 110 (Lynch Island, South Orkney Islands): Revised Management Plan | https://documents.ats.aq/recatt/att713_e.pdf",78,,,Fast Approval: Entered into effect on 31 Oct 2022,https://www.ats.aq/devAS/Meetings/Measure/753?s=1&iframe=1&from=06/02/2022&to=06/02/2022&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2022/Measure_M3.txt
M4,Measure,"Measure 4 (2022) - ATCM XLIV - CEP XXIV, Berlin","Antarctic Specially Protected Area No 111 (Southern Powell Island and adjacent islands, South Orkney Islands): Revised Management Plan",2022,ATCM XLIV - CEP XXIV,Effective,Effective 31/10/2022 (Fast Approval),Area protection and management,Powell Island (ASPA 111),"ASPA No 111 (Southern Powell Island and adjacent islands, South Orkney Islands): Revised Management Plan | https://documents.ats.aq/recatt/att714_e.pdf",78,,,Fast Approval: Entered into effect on 31 Oct 2022,https://www.ats.aq/devAS/Meetings/Measure/754?s=1&iframe=1&from=06/02/2022&to=06/02/2022&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2022/Measure_M4.txt
M5,Measure,"Measure 5 (2022) - ATCM XLIV - CEP XXIV, Berlin","Antarctic Specially Protected Area No 113 (Litchfield Island, Arthur Harbor, Anvers Island, Palmer Archipelago): Revised Management Plan",2022,ATCM XLIV - CEP XXIV,Effective,Effective 31/10/2022 (Fast Approval),Area protection and management,Litchfield Island (ASPA 113),"ASPA No 113 (Litchfield Island, Arthur Harbor, Anvers Island, Palmer Archipelago): Revised Management Plan | https://documents.ats.aq/recatt/att715_e.pdf",78,,,Fast Approval: Entered into effect on 31 Oct 2022,https://www.ats.aq/devAS/Meetings/Measure/755?s=1&iframe=1&from=06/02/2022&to=06/02/2022&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2022/Measure_M5.txt
M6,Measure,"Measure 6 (2022) - ATCM XLIV - CEP XXIV, Berlin","Antarctic Specially Protected Area No 115 (Lagotellerie Island, Marguerite Bay, Graham Land): Revised Management Plan",2022,ATCM XLIV - CEP XXIV,Effective,Effective 31/10/2022 (Fast Approval),Area protection and management,Lagotellerie Island (ASPA 115),"ASPA No 115 (Lagotellerie Island, Marguerite Bay, Graham Land): Revised Management Plan | https://documents.ats.aq/recatt/att716_e.pdf",78,,,Fast Approval: Entered into effect on 31 Oct 2022,https://www.ats.aq/devAS/Meetings/Measure/756?s=1&iframe=1&from=06/02/2022&to=06/02/2022&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2022/Measure_M6.txt
M7,Measure,"Measure 7 (2022) - ATCM XLIV - CEP XXIV, Berlin","Antarctic Specially Protected Area No 119 (Davis Valley and Forlidas Pond, Dufek Massif, Pensacola Mountains): Revised Management Plan",2022,ATCM XLIV - CEP XXIV,Effective,Effective 31/10/2022 (Fast Approval),Area protection and management,Davis Valley ponds and Forlidas Pond (ASPA 119),"ASPA No 119 (Davis Valley and Forlidas Pond, Dufek Massif, Pensacola Mountains): Revised Management Plan | https://documents.ats.aq/recatt/att717_e.pdf",78,,,Fast Approval: Entered into effect on 31 Oct 2022,https://www.ats.aq/devAS/Meetings/Measure/757?s=1&iframe=1&from=06/02/2022&to=06/02/2022&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2022/Measure_M7.txt
M8,Measure,"Measure 8 (2022) - ATCM XLIV - CEP XXIV, Berlin","Antarctic Specially Protected Area No 122 (Arrival Heights, Hut Point Peninsula, Ross Island): Revised Management Plan",2022,ATCM XLIV - CEP XXIV,Effective,Effective 31/10/2022 (Fast Approval),Area protection and management,Arrival Heights (ASPA 122),"ASPA No 122 (Arrival Heights, Hut Point Peninsula, Ross Island): Revised Management Plan . Replaced by M4 (2023) | https://documents.ats.aq/recatt/att718_e.pdf",78,Management Plan for Antarctic Specially Protected Area No 122 annexed to this Measure revoked by Measure 4 (2023),,Fast Approval: Entered into effect on 31 Oct 2022,https://www.ats.aq/devAS/Meetings/Measure/758?s=1&iframe=1&from=06/02/2022&to=06/02/2022&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2022/Measure_M8.txt
M9,Measure,"Measure 9 (2022) - ATCM XLIV - CEP XXIV, Berlin","Antarctic Specially Protected Area No 124 (Cape Crozier, Ross Island): Revised Management Plan",2022,ATCM XLIV - CEP XXIV,Effective,Effective 31/10/2022 (Fast Approval),Area protection and management,Cape Crozier (ASPA 124),"ASPA No 124 (Cape Crozier, Ross Island): Revised Management Plan | https://documents.ats.aq/recatt/att719_e.pdf",78,,,Fast Approval: Entered into effect on 31 Oct 2022,https://www.ats.aq/devAS/Meetings/Measure/759?s=1&iframe=1&from=06/02/2022&to=06/02/2022&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2022/Measure_M9.txt
M10,Measure,"Measure 10 (2022) - ATCM XLIV - CEP XXIV, Berlin","Antarctic Specially Protected Area No 126 (Byers Peninsula, Livingston Island, South Shetland Islands): Revised Management Plan",2022,ATCM XLIV - CEP XXIV,Effective,Effective 31/10/2022 (Fast Approval),Area protection and management,Byers Peninsula (ASPA 126),"ASPA No 126 (Byers Peninsula, Livingston Island, South Shetland Islands): Revised Management Plan | https://documents.ats.aq/recatt/att720_e.pdf",78,,,Fast Approval: Entered into effect on 31 Oct 2022,https://www.ats.aq/devAS/Meetings/Measure/760?s=1&iframe=1&from=06/02/2022&to=06/02/2022&cat=0&top=0&type=2&stat=4&txt=&curr=0,data_raw/measure_texts/2022/Measure_M10.txt
