meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
1962,ATCM,2,ATCM II,wp,1,0,Approval of the Regulations. Presented by the Chilean Delegation,ATCM 5,Chile,https://documents.ats.aq/ATCM2/wp/ATCM2_wp001_e.pdf
1962,ATCM,2,ATCM II,wp,2,0,Measures to ensure the exchange of the results and data of scientific observations carried out in Antarctica,ATCM 6,United States,https://documents.ats.aq/ATCM2/wp/ATCM2_wp002_e.pdf
1962,ATCM,2,ATCM II,wp,3,0,Draft convention on the conservation of wild life in the Antarctic,ATCM 7,United Kingdom,https://documents.ats.aq/ATCM2/wp/ATCM2_wp003_e.pdf
1962,ATCM,2,ATCM II,wp,4,0,Measures for the protection and conservation of living resources and exchange of information on the subject,ATCM 7,Chile,https://documents.ats.aq/ATCM2/wp/ATCM2_wp004_e.pdf
1962,ATCM,2,ATCM II,wp,5,0,"Complementation of the exchange of information supplied in accordance with Article VII, Paragraph 5 of the Antarctic Treaty, and Recommendation I-VI of the First Consultative Meeting",ATCM 9,Argentina,https://documents.ats.aq/ATCM2/wp/ATCM2_wp005_e.pdf
1962,ATCM,2,ATCM II,wp,6,0,Exchange of information under Article VII.5,ATCM 9,Australia,https://documents.ats.aq/ATCM2/wp/ATCM2_wp006_e.pdf
1962,ATCM,2,ATCM II,wp,7,0,Exchange of information on logistic activities,ATCM 10,Argentina,https://documents.ats.aq/ATCM2/wp/ATCM2_wp007_e.pdf
1962,ATCM,2,ATCM II,wp,8,0,Administrative facilities for incoming and outgoing samples specimens and scientifc instruments,ATCM 12,Argentina,https://documents.ats.aq/ATCM2/wp/ATCM2_wp008_e.pdf
1962,ATCM,2,ATCM II,wp,9,0,International Quiet Sun Year,ATCM 13,Australia,https://documents.ats.aq/ATCM2/wp/ATCM2_wp009_e.pdf
1962,ATCM,2,ATCM II,wp,10,0,Matters relating to the exercise of jurisdiction in Antarctica,ATCM 10,United Kingdom,https://documents.ats.aq/ATCM2/wp/ATCM2_wp010_e.pdf
1962,ATCM,2,ATCM II,wp,11,0,Implementation of recommendations of the first Antarctic Treaty Consultative Meeting,ATCM 15,Australia,https://documents.ats.aq/ATCM2/wp/ATCM2_wp011_e.pdf
1962,ATCM,2,ATCM II,wp,12,0,Measures to ensure the exchange of the results and data of scientific observations carried out in Antarctica,ATCM 6,Russian Federation,https://documents.ats.aq/ATCM2/wp/ATCM2_wp012_e.pdf
1962,ATCM,2,ATCM II,wp,13,0,Other matters,ATCM 17,New Zealand,https://documents.ats.aq/ATCM2/wp/ATCM2_wp013_e.pdf
1962,ATCM,2,ATCM II,wp,14,0,Measures to ensure the exchange of the results and data of scientific observations carried out in Antarctica,ATCM 6,Argentina,https://documents.ats.aq/ATCM2/wp/ATCM2_wp014_e.pdf
1962,ATCM,2,ATCM II,wp,15,0,Arrangement for radiocommunications,ATCM 8,Australia | South Africa,https://documents.ats.aq/ATCM2/wp/ATCM2_wp015_e.pdf
1962,ATCM,2,ATCM II,wp,16,0,Place and date of the next meeting,ATCM 16,Belgium,https://documents.ats.aq/ATCM2/wp/ATCM2_wp016_e.pdf
1962,ATCM,2,ATCM II,wp,17,0,Other matters,ATCM 17,South Africa,https://documents.ats.aq/ATCM2/wp/ATCM2_wp017_e.pdf
1962,ATCM,2,ATCM II,wp,18,0,Measures for the protection and conservation of living resources and exchange of information on the subject,ATCM 7,Argentina,https://documents.ats.aq/ATCM2/wp/ATCM2_wp018_e.pdf
1962,ATCM,2,ATCM II,wp,19,0,Conservation of wildlife,ATCM 7,United Kingdom,https://documents.ats.aq/ATCM2/wp/ATCM2_wp019_e.pdf
1962,ATCM,2,ATCM II,wp,20,0,"Complementation of the exchange of information supplied in accordance with the provisions of Article VII, paragraph 5 of the Antarctic Treaty, and Recommendation I-VI of the First Consultative Meeting.",ATCM 9,Argentina,https://documents.ats.aq/ATCM2/wp/ATCM2_wp020_e.pdf
1962,ATCM,2,ATCM II,wp,20,1,Exchange of information regarding the carrying out of the proposed Antarctic activities,ATCM 11,Argentina,https://documents.ats.aq/ATCM2/wp/ATCM2_wp020_rev1_e.pdf
1962,ATCM,2,ATCM II,wp,21,0,Exchange of information under Article VII.5,ATCM 9,Australia,https://documents.ats.aq/ATCM2/wp/ATCM2_wp021_e.pdf
1962,ATCM,2,ATCM II,wp,22,0,Exchange of information regarding logistic activities,ATCM 10,Argentina,https://documents.ats.aq/ATCM2/wp/ATCM2_wp022_e.pdf
1962,ATCM,2,ATCM II,wp,23,0,"Administrative facilities for incoming and outgoing samples, specimens and scientific instruments",ATCM 12,Argentina,https://documents.ats.aq/ATCM2/wp/ATCM2_wp023_e.pdf
1962,ATCM,2,ATCM II,wp,24,0,Matters relating to the exercise of jurisdiction in Antarctica,ATCM 14,United Kingdom,https://documents.ats.aq/ATCM2/wp/ATCM2_wp024_e.pdf
1962,ATCM,2,ATCM II,wp,25,0,Implementation of Recommendations of the first Antarctic Treaty Consultative Meeting,ATCM 15,Australia,https://documents.ats.aq/ATCM2/wp/ATCM2_wp025_e.pdf
1962,ATCM,2,ATCM II,wp,26,0,Place and date of the next meeting,ATCM 15,Chile,https://documents.ats.aq/ATCM2/wp/ATCM2_wp026_e.pdf
