meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
2004,ATCM,27,ATCM XXVII - CEP VII,wp,1,0,Review of draft McMurdo Dry Valleys Antarctic Specially Managed Area Management Plan: Report of the Intersessional Contact Group,CEP 4(g),New Zealand,https://documents.ats.aq/ATCM27/wp/ATCM27_wp001_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,2,0,Managing adventure tourism: The need for enhanced co-operation amongst parties,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM27/wp/ATCM27_wp002_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,3,0,Tourism: Guidelines related to shipping. Provisions for non-Treaty flagged vessels,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM27/wp/ATCM27_wp003_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,4,0,Chairman’s Report from Antarctic Treaty Meeting of Experts on Tourism and Non-governmental Activities in Antarctica,ATCM 11 | CEP 4(a),Norway,https://documents.ats.aq/ATCM27/wp/ATCM27_wp004_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,5,0,"Final Revised Management Plans for ASPA 113, Litchfield Island, Arthur Harbour, Anvers Island; ASPA No. 122, Arrival Heights, Hut Point Peninsula; ASPA No. 139, Biscoe Point, Anvers Island",CEP 4(g),United States,https://documents.ats.aq/ATCM27/wp/ATCM27_wp005_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,6,0,Chairman's draft of Annex VI to the Protocol on Environmental Protection to the Antarctic Treaty. Liability arising from 'environmental emergencies',ATCM 8,New Zealand,https://documents.ats.aq/ATCM27/wp/ATCM27_wp006_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,7,0,"Antarctic Protected Areas System: Proposal for a new protected area at Edmonson Point, Wood Bay, Ross Sea.",CEP 4(g),Italy,https://documents.ats.aq/ATCM27/wp/ATCM27_wp007_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,7,1,"Antarctic Protected Areas System: Proposal for a new protected area at Edmonson Point, Wood Bay, Ross Sea.",CEP 4(g),Italy,https://documents.ats.aq/ATCM27/wp/ATCM27_wp007_rev1_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,8,0,Amendments to the rules of procedure of the Antarctic Treaty Consultative Meetings,ATCM 5(a),Peru,https://documents.ats.aq/ATCM27/wp/ATCM27_wp008_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,9,0,Working Paper on the Applicability to the Antarctic of the IMO “Guidelines for Ships Operating in Arctic Ice-Covered Waters.”,ATCM 11 | ATCM 9 | CEP 4(f),COMNAP,https://documents.ats.aq/ATCM27/wp/ATCM27_wp009_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,10,0,Working Paper on Guidelines for the Operation of Aircraft near Concentrations of Birds in Antarctica,CEP 4(d),COMNAP,https://documents.ats.aq/ATCM27/wp/ATCM27_wp010_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,11,0,Monitoring and assessment of activities: approaches taken by the Antarctic Site inventory,ATCM 11 | CEP 5,United States,https://documents.ats.aq/ATCM27/wp/ATCM27_wp011_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,12,0,Review of the process for the exchange of information,ATCM 16,Argentina | Netherlands,https://documents.ats.aq/ATCM27/wp/ATCM27_wp012_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,13,0,Deception Island Antarctic Specially Managed Area (ASMA) Management Package,CEP 4(g),Argentina | Chile | Norway | Spain | United Kingdom | United States,https://documents.ats.aq/ATCM27/wp/ATCM27_wp013_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,14,0,"Antarctic Protected Areas system: Proposed Management Plans for Cape Denison, Commonwealth Bay, George V Land, East Antarctica: Historic Site and Monument No.s XXX, Antarctic Specially Managed Area No. XXX, Antarctic Specially Protected Area No. X",CEP 4(g),Australia,https://documents.ats.aq/ATCM27/wp/ATCM27_wp014_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,14,1,"Antarctic Protected Areas System. Proposed Management Plans for Cape Denison, Commonwealth Bay George V Land, East Antarctica: Historic Site and Monument No.s XXX, Antarctic Specially Managed Area No. XXX, Antarctic Specially Protected Area No. X",CEP 4(g),Australia,https://documents.ats.aq/ATCM27/wp/ATCM27_wp014_rev1_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,15,0,Revision of Management Plan for Antarctic Specially Protected Area No. 133 (Harmony Point),CEP 4(g),Argentina | Chile,https://documents.ats.aq/ATCM27/wp/ATCM27_wp015_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,16,0,Revision of Management Plan for ASPA 132 (Potter Peninsula),CEP 4(g),Argentina,https://documents.ats.aq/ATCM27/wp/ATCM27_wp016_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,17,0,Final report of the Intersessional Contact Group on Annex II review,CEP 4(d),Argentina,https://documents.ats.aq/ATCM27/wp/ATCM27_wp017_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,18,0,"Antarctic Specially Protected Area No 120. Revised Management Plan Jean Rostand, Le Mauguen (former Alexis Carrel), Lamarck and Claude Bernard Islands, the Good Doctor's Nunatak and breeding site of emperor penguins",CEP 4(g),France,https://documents.ats.aq/ATCM27/wp/ATCM27_wp018_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,19,1,"Draft Revised Management Plans for ASPA 149 Cape Shirreff, Livingston Island, South Shetland Islands",CEP 4(g),Chile | United States,https://documents.ats.aq/ATCM27/wp/ATCM27_wp019_rev1_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,20,0,Towards a CEP state of the Antarctic environments reporting system: report of the intersessional contact group,CEP 6,Australia | New Zealand,https://documents.ats.aq/ATCM27/wp/ATCM27_wp020_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,21,1,Establishment of effective Antarctic quarantine controls for tourism and other non-government activities,ATCM 11,Australia,https://documents.ats.aq/ATCM27/wp/ATCM27_wp021_rev1_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,22,0,Annex II to the Protocol on Environmental Protection to the Antarctic Treaty,CEP 4(d),United Kingdom,https://documents.ats.aq/ATCM27/wp/ATCM27_wp022_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,23,0,The regulation of adventure tourism,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM27/wp/ATCM27_wp023_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,24,1,Review of Antarctic Specially Protected Area (ASPA) No. 142 - Svarthamaren,CEP 4(g),Norway,https://documents.ats.aq/ATCM27/wp/ATCM27_wp024_rev1_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,25,0,"DRAFT Comprehensive Environmental Evaluation (CEE) for the concept of upgrading the Norwegian summer station Troll in Dronning Maud Land, Antarctica, to permanent station.",CEP 4(b),Norway,https://documents.ats.aq/ATCM27/wp/ATCM27_wp025_e.pdf
2004,ATCM,27,ATCM XXVII - CEP VII,wp,26,0,Proposed amendment of Recommendation XVIII-1 (1994): “Site Guidelines” for sites visited by tourists,ATCM 11 | CEP 4(g),United Kingdom,https://documents.ats.aq/ATCM27/wp/ATCM27_wp026_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,27,1,"Antarctic Protected Areas System: Proposed Management Plan for Scullin and Murray Monoliths, MacRobertson Land, East Antarctica, Antarctic Specially Protected Area No. XXX",CEP 4(g),Australia,https://documents.ats.aq/ATCM27/wp/ATCM27_wp027_rev1_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,28,0,The application of existing EIA procedures to tourist activities in Antarctica,ATCM 11 | CEP 4(c),Argentina,https://documents.ats.aq/ATCM27/wp/ATCM27_wp028_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,29,0,Antarctic Treaty Secretariat : Suggested budget and work program for the first operating year,ATCM 6(a),Argentina | Australia,https://documents.ats.aq/ATCM27/wp/ATCM27_wp029_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,30,1,Budget and financial considerations for the Secretariat of the Antarctic Treaty,ATCM 6(a),Argentina | Australia | Netherlands,https://documents.ats.aq/ATCM27/wp/ATCM27_wp030_rev1_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,31,1,Review of ATCM Recommendations on Area Protection and Management,ATCM 5(a),Australia | Netherlands,https://documents.ats.aq/ATCM27/wp/ATCM27_wp031_rev1_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,32,0,CEP Consideration of draft Protected Area Management Plans,CEP 4(a),United Kingdom,https://documents.ats.aq/ATCM27/wp/ATCM27_wp032_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,33,0,"Antarctic Protected Areas System: Proposed Management Plan for Dakshin Gangtori Glacier, Dronning Maud Land, Antarctic Specially Protected Area (ASPA) No. XXX",CEP 4(g),India,https://documents.ats.aq/ATCM27/wp/ATCM27_wp033_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,34,0,EU ATCP,ATCM 8,Belgium | Finland | France | Germany | Italy | Netherlands | Spain | Sweden | United Kingdom,https://documents.ats.aq/ATCM27/wp/ATCM27_wp034_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,35,0,"Intercessional contact group to consider Antarctic Specially Protected Area at Dakshin Gangotri Glacier, Dronning Maud Land - Convenor's Report",CEP 4(g),India,https://documents.ats.aq/ATCM27/wp/ATCM27_wp035_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,36,1,Site recommended for inclusion in the list of Historical Sites and Monuments in Antarctica,CEP 4(g),India,https://documents.ats.aq/ATCM27/wp/ATCM27_wp036_rev1_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,37,0,Intersessional consultation process,ATCM 5(a),Japan,https://documents.ats.aq/ATCM27/wp/ATCM27_wp037_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,38,0,Accreditation scheme for Antarctic tour operators,ATCM 11,Australia,https://documents.ats.aq/ATCM27/wp/ATCM27_wp038_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,39,1,Amended rules of procedure of Antarctic Treaty Consultative Meetings - Establishment of the Secretariat,ATCM 5(a),Australia,https://documents.ats.aq/ATCM27/wp/ATCM27_wp039_rev1_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,40,0,Draft decision to establish a database on tourism and non-government activities,ATCM 11,Australia,https://documents.ats.aq/ATCM27/wp/ATCM27_wp040_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,41,0,Report of the XXVI ATCM intersessional contact group on the development of a database on tourism and non-governmental activities,ATCM 11,Australia,https://documents.ats.aq/ATCM27/wp/ATCM27_wp041_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,42,1,Fishing activities: enhancing prevention of marine pollution,CEP 4(f),Australia,https://documents.ats.aq/ATCM27/wp/ATCM27_wp042_rev1_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,43,0,The enquiry procedure of Article 18,ATCM 5(a),Chile,https://documents.ats.aq/ATCM27/wp/ATCM27_wp043_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,44,0,Draft work programme 2004/05,ATCM 6(a),ATS,https://documents.ats.aq/ATCM27/wp/ATCM27_wp044_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,45,0,"Area Protection and Management Historic Site No. 71 – Whalers Bay, Deception Island Salvage of the De Havilland Single Otter from Whalers Bay, Deception Island by the British Antarctic Survey",CEP 4(g),United Kingdom,https://documents.ats.aq/ATCM27/wp/ATCM27_wp045_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,46,0,"Insurance cover for the costs of search and rescue, medical care and evacuation from Antarctica in the case of tourist and other non governmental activites",ATCM 11,France | New Zealand | Norway | South Africa,https://documents.ats.aq/ATCM27/wp/ATCM27_wp046_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,47,1,Appointment of the Executive Secretary,ATCM 6(b),Argentina | Australia,https://documents.ats.aq/ATCM27/wp/ATCM27_wp047_rev1_e.doc
2004,ATCM,27,ATCM XXVII - CEP VII,wp,48,1,Revisions to the rules of procedure of the Antarctic Treaty,ATCM 5(a),Australia | Japan,https://documents.ats.aq/ATCM27/wp/ATCM27_wp048_rev1_e.doc
