meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
1961,ATCM,1,ATCM I,wp,1,0,Matters relating to logistic support,ATCM 12,New Zealand,https://documents.ats.aq/ATCM1/wp/ATCM1_wp001_e.pdf
1961,ATCM,1,ATCM I,wp,2,0,Rules of procedure,ATCM 2,Australia,https://documents.ats.aq/ATCM1/wp/ATCM1_wp002_e.pdf
1961,ATCM,1,ATCM I,wp,2,1,Exchange of scientific personnel,ATCM 7,New Zealand,https://documents.ats.aq/ATCM1/wp/ATCM1_wp002_rev1_e.pdf
1961,ATCM,1,ATCM I,wp,3,0,Exchange of information regarding plans for scientific programmes,ATCM 6,New Zealand,https://documents.ats.aq/ATCM1/wp/ATCM1_wp003_e.pdf
1961,ATCM,1,ATCM I,wp,4,0,Exchange and making available of scientific observations and results,ATCM 8,United States,https://documents.ats.aq/ATCM1/wp/ATCM1_wp004_e.pdf
1961,ATCM,1,ATCM I,wp,5,0,Relations with SCAR,ATCM 9,Australia,https://documents.ats.aq/ATCM1/wp/ATCM1_wp005_e.pdf
1961,ATCM,1,ATCM I,wp,6,0,Preservation of historic sites,ATCM 14,Australia,https://documents.ats.aq/ATCM1/wp/ATCM1_wp006_e.pdf
1961,ATCM,1,ATCM I,wp,7,0,Exchange of information concerning expeditions and stations,ATCM 11,New Zealand,https://documents.ats.aq/ATCM1/wp/ATCM1_wp007_e.pdf
1961,ATCM,1,ATCM I,wp,8,0,Reciprocal assistance among expeditions,ATCM 15,France,https://documents.ats.aq/ATCM1/wp/ATCM1_wp008_e.pdf
1961,ATCM,1,ATCM I,wp,9,0,Relations with other international organisations having a scientific or technical interest in Antarctica,ATCM 10,Australia | Russian Federation,https://documents.ats.aq/ATCM1/wp/ATCM1_wp009_e.pdf
1961,ATCM,1,ATCM I,wp,11,0,Co-operation in mail services,ATCM 17,United Kingdom,https://documents.ats.aq/ATCM1/wp/ATCM1_wp011_e.pdf
1961,ATCM,1,ATCM I,wp,12,0,Conservation and preservation of flora and fauna,ATCM 13,Australia,https://documents.ats.aq/ATCM1/wp/ATCM1_wp012_s.pdf
1961,ATCM,1,ATCM I,wp,13,0,Preservation and conservation of living resources,ATCM 13,United States,https://documents.ats.aq/ATCM1/wp/ATCM1_wp013_e.pdf
