meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
1964,ATCM,3,ATCM III,wp,1,0,Agreed measures for conservation of flora and fauna in the Antarctic,ATCM 1,Belgium,https://documents.ats.aq/ATCM3/wp/ATCM3_wp001_e.pdf
1964,ATCM,3,ATCM III,wp,2,0,Agreed measures for the conservation of wild life in the Antarctic. United Kingdom draft proposal for a Recommendation of the Third Consultative Meeting,ATCM 1,United Kingdom,https://documents.ats.aq/ATCM3/wp/ATCM3_wp002_e.pdf
1964,ATCM,3,ATCM III,wp,3,2,U.S. proposal concerning SCAR protection of fauna and flora,ATCM 1,United States,https://documents.ats.aq/ATCM3/wp/ATCM3_wp003_rev2_e.pdf
1964,ATCM,3,ATCM III,wp,4,0,Pelagic sealing,ATCM 1,United Kingdom,https://documents.ats.aq/ATCM3/wp/ATCM3_wp004_e.pdf
1964,ATCM,3,ATCM III,wp,4,1,"Pelagic sealing. Point proposal for recommendation by the delegations of Australia, United States of America, Norway, United Kingdom and USSR.",ATCM 1,Australia | Norway | Russian Federation | United Kingdom | United States,https://documents.ats.aq/ATCM3/wp/ATCM3_wp004_rev1_e.pdf
1964,ATCM,3,ATCM III,wp,4,2,Pelagic sealing and the taking of fauna on pack ice.,ATCM 1,Australia | Norway | Russian Federation | United Kingdom | United States,https://documents.ats.aq/ATCM3/wp/ATCM3_wp004_rev2_e.pdf
1964,ATCM,3,ATCM III,wp,4,3,Pelagic sealing and the taking of fauna on pack ice.,ATCM 1,Australia | Norway | Russian Federation | United Kingdom | United States,https://documents.ats.aq/ATCM3/wp/ATCM3_wp004_rev3_e.pdf
1964,ATCM,3,ATCM III,wp,5,0,Draft recommendation on oil pollution,ATCM 1,United Kingdom,https://documents.ats.aq/ATCM3/wp/ATCM3_wp005_e.pdf
1964,ATCM,3,ATCM III,wp,5,1,Draft recommendation on oil pollution,ATCM 1,United Kingdom,https://documents.ats.aq/ATCM3/wp/ATCM3_wp005_rev1_e.pdf
1964,ATCM,3,ATCM III,wp,6,0,"Antarctic Treaty Meeting on Telecommunications. Washington, DC: June 24-26, 1963.",ATCM 2,United States,https://documents.ats.aq/ATCM3/wp/ATCM3_wp006_e.pdf
1964,ATCM,3,ATCM III,wp,7,0,Recommendations of the Antarctic Treaty Meeting on Telecommunications. (Washington 24-28 June 1963),ATCM 2,Australia,https://documents.ats.aq/ATCM3/wp/ATCM3_wp007_e.pdf
1964,ATCM,3,ATCM III,wp,7,1,Recommendations of the Antarctic Treaty Meeting on Telecommunications. (Washington 24-28 June 1963),ATCM 2,Australia,https://documents.ats.aq/ATCM3/wp/ATCM3_wp007_rev1_e.pdf
1964,ATCM,3,ATCM III,wp,8,0,Note from the Secretariat. Proposal by the World Meteorological Organization to set up a permanent committee for meteorology in the Antarctic.,ATCM 3,Belgium,https://documents.ats.aq/ATCM3/wp/ATCM3_wp008_e.pdf
1964,ATCM,3,ATCM III,wp,9,0,"Standing Committee on Antarctic meteorology dated April 3, 1964: Recommendation proposed by U.K.",ATCM 3,United Kingdom,https://documents.ats.aq/ATCM3/wp/ATCM3_wp009_e.pdf
1964,ATCM,3,ATCM III,wp,9,1,"Standing Committee on Antarctic meteorology dated April 3, 1964",ATCM 3,Chile | United Kingdom,https://documents.ats.aq/ATCM3/wp/ATCM3_wp009_rev1_e.pdf
1964,ATCM,3,ATCM III,wp,9,2,Draft recommendation concerning item 3 on the Agenda,ATCM 3,Russian Federation,https://documents.ats.aq/ATCM3/wp/ATCM3_wp009_rev2_e.pdf
1964,ATCM,3,ATCM III,wp,10,0,"Notification of refuges that are unoccupied but could be used by an expedition in difficulty, and report upon the condition of the refuge after use.",ATCM 7,Australia | United Kingdom,https://documents.ats.aq/ATCM3/wp/ATCM3_wp010_e.pdf
1964,ATCM,3,ATCM III,wp,10,1,"Notification of refuges that are unoccupied but could be used by an expedition in difficulty, and report upon the condition of the refuge after use.",ATCM 7,United Kingdom,https://documents.ats.aq/ATCM3/wp/ATCM3_wp010_rev1_e.pdf
1964,ATCM,3,ATCM III,wp,11,0,Note from the Secretariat,ATCM 7,Belgium,https://documents.ats.aq/ATCM3/wp/ATCM3_wp011_e.pdf
1964,ATCM,3,ATCM III,wp,12,0,Questions concerning meetings of experts,ATCM 8,United Kingdom,https://documents.ats.aq/ATCM3/wp/ATCM3_wp012_e.pdf
1964,ATCM,3,ATCM III,wp,13,0,Questions concerning meetings of experts,ATCM 8,New Zealand,https://documents.ats.aq/ATCM3/wp/ATCM3_wp013_e.pdf
1964,ATCM,3,ATCM III,wp,14,0,Application of Article IX paragraph 2 of the Antarctic Treaty,ATCM 9,Australia,https://documents.ats.aq/ATCM3/wp/ATCM3_wp014_e.pdf
1964,ATCM,3,ATCM III,wp,15,0,Recommendation proposed by UK: Participation of SCAR,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM3/wp/ATCM3_wp015_e.pdf
1964,ATCM,3,ATCM III,wp,15,1,Recommendation proposed by UK: Participation of SCAR,ATCM 11,United Kingdom,https://documents.ats.aq/ATCM3/wp/ATCM3_wp015_rev1_e.pdf
1964,ATCM,3,ATCM III,wp,16,0,Logistics Symposium,ATCM 12,Argentina,https://documents.ats.aq/ATCM3/wp/ATCM3_wp016_e.pdf
1964,ATCM,3,ATCM III,wp,16,1,"Draft recommended by the working group Argentina, Belgium, United States of America",ATCM 12,Argentina | Belgium | United States,https://documents.ats.aq/ATCM3/wp/ATCM3_wp016_rev1_e.pdf
1964,ATCM,3,ATCM III,wp,16,2,"Draft recommended by the working group Argentina, Belgium, United States of America",ATCM 12,Argentina | Belgium | United States,https://documents.ats.aq/ATCM3/wp/ATCM3_wp016_rev2_e.pdf
1964,ATCM,3,ATCM III,wp,17,0,Antarctic Treaty: Administrative arrangements between Consultative Meetings,ATCM 13,South Africa,https://documents.ats.aq/ATCM3/wp/ATCM3_wp017_e.pdf
