meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
1977,ATCM,9,ATCM IX,wp,1,0,Provisional agenda,ATCM 4,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp001_e.pdf
1977,ATCM,9,ATCM IX,wp,1,1,Agenda,ATCM 4,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp001_rev1_e.pdf
1977,ATCM,9,ATCM IX,wp,1,2,Agenda,ATCM 4,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp001_rev2_s.pdf
1977,ATCM,9,ATCM IX,wp,3,0,Antarctic resources - effects of mineral exploration and exploitation,ATCM 5,France,https://documents.ats.aq/ATCM9/wp/ATCM9_wp003_e.pdf
1977,ATCM,9,ATCM IX,wp,4,0,Detailled outline of discussion for a group of experts meeting on the occasion of the IXth Consultative Meeting,ATCM 5,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp004_e.pdf
1977,ATCM,9,ATCM IX,wp,5,0,Summary of opiniones so far expressed on the Guidelines for the Meeting of Experts,ATCM 15,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp005_e.pdf
1977,ATCM,9,ATCM IX,wp,6,0,Antarctic living marine resources,ATCM 6,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp006_e.pdf
1977,ATCM,9,ATCM IX,wp,7,0,Antarctic marine living resources,ATCM 6,Australia,https://documents.ats.aq/ATCM9/wp/ATCM9_wp007_e.pdf
1977,ATCM,9,ATCM IX,wp,8,0,Informal outline of questions submitted by the US delegation (about Antarctic marine living resources),ATCM 6,United States,https://documents.ats.aq/ATCM9/wp/ATCM9_wp008_e.pdf
1977,ATCM,9,ATCM IX,wp,9,0,Draft elements of a conservation arrangement,ATCM 6,United States,https://documents.ats.aq/ATCM9/wp/ATCM9_wp009_e.pdf
1977,ATCM,9,ATCM IX,wp,10,0,Biological investigations of marine Antarctic systems and stocks (BIOMASS),ATCM 6,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp010_e.pdf
1977,ATCM,9,ATCM IX,wp,11,0,Provisional agenda for a working group of experts on telecommunications in Antartica,ATCM 7,Russian Federation,https://documents.ats.aq/ATCM9/wp/ATCM9_wp011_e.pdf
1977,ATCM,9,ATCM IX,wp,11,1,Working group of experts on telecommunications in Antartica,ATCM 7,Russian Federation,https://documents.ats.aq/ATCM9/wp/ATCM9_wp011_rev1_e.pdf
1977,ATCM,9,ATCM IX,wp,12,0,The improvement of telecommunications,ATCM 7,Russian Federation,https://documents.ats.aq/ATCM9/wp/ATCM9_wp012_e.pdf
1977,ATCM,9,ATCM IX,wp,13,0,Effects of tourism and non governmental expeditions in the Antarctic Treaty area,ATCM 8,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp013_e.pdf
1977,ATCM,9,ATCM IX,wp,13,1,Effects of tourism and non governmental expeditions in the Antarctic Treaty area,ATCM 8,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp013_rev1_e.pdf
1977,ATCM,9,ATCM IX,wp,14,0,Annotated draft agenda for the mineral technical experts meeting,ATCM 5,Russian Federation,https://documents.ats.aq/ATCM9/wp/ATCM9_wp014_e.pdf
1977,ATCM,9,ATCM IX,wp,15,0,Effects of exploration and exploitation of minerals,ATCM 5,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp015_e.pdf
1977,ATCM,9,ATCM IX,wp,16,0,Background information on the sedimentary land and sea areas of the Antarctic,ATCM 15,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp016_e.pdf
1977,ATCM,9,ATCM IX,wp,17,0,Petroleum production in Antarctic offshore conditions,ATCM 10,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp017_e.pdf
1977,ATCM,9,ATCM IX,wp,18,0,Possibility of offshore oil drilling in the Antarctic from a mobile floating platform,ATCM 5,France,https://documents.ats.aq/ATCM9/wp/ATCM9_wp018_e.pdf
1977,ATCM,9,ATCM IX,wp,19,0,Summary of the GESAMP report - impact of oil on the marine environment,ATCM 10,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp019_e.pdf
1977,ATCM,9,ATCM IX,wp,19,1,Some suggestions to confront the examination of the oil pollution problem,ATCM 10,Argentina,https://documents.ats.aq/ATCM9/wp/ATCM9_wp019_rev1_s.pdf
1977,ATCM,9,ATCM IX,wp,20,3,List of participants,ATCM 1,United Kingdom,https://documents.ats.aq/ATCM9/wp/ATCM9_wp020_rev3_e.pdf
