meeting_year,meeting_type,meeting_number,meeting_name,paper_type,paper_number,paper_revision,paper_name,agendas,parties,url
1981,ATCM,11,ATCM XI,wp,1,0,Agenda for the Eleventh Consultative Meeting,ATCM 4,Argentina,https://documents.ats.aq/ATCM11/wp/ATCM11_wp001_e.pdf
1981,ATCM,11,ATCM XI,wp,2,0,List of delegates,ATCM 1,Argentina,https://documents.ats.aq/ATCM11/wp/ATCM11_wp002_s.pdf
1981,ATCM,11,ATCM XI,wp,3,0,"Address by his Excellency the Minister of Foreign Affairs and Worship, Dr. Oscar H. Camilion, at the opening ceremony of the Eleventh Antarctic Treaty Consultative Meeting",ATCM 3,Argentina,https://documents.ats.aq/ATCM11/wp/ATCM11_wp003_e.pdf
1981,ATCM,11,ATCM XI,wp,4,0,Draft Recommendation concerning the commemoration of the twentieth anniversary of the entry into force of the Antarctic treaty,ATCM 5,Argentina,https://documents.ats.aq/ATCM11/wp/ATCM11_wp004_e.pdf
1981,ATCM,11,ATCM XI,wp,5,0,Operation of the Antarctic System,ATCM 17,Chile,https://documents.ats.aq/ATCM11/wp/ATCM11_wp005_e.pdf
1981,ATCM,11,ATCM XI,wp,6,0,"Opening statement by the Head of the Argentine delegation, Ambassador Carlos Lucas Blanco",ATCM 3,Argentina,https://documents.ats.aq/ATCM11/wp/ATCM11_wp006_e.pdf
1981,ATCM,11,ATCM XI,wp,7,0,"Opening address by his Excellency Mr K. G. Brennan, Leader of the Australian delegation to the XIth Antarctic Treaty Consultative Meeting, given on 23 June 1981",ATCM 3,Australia,https://documents.ats.aq/ATCM11/wp/ATCM11_wp007_e.pdf
1981,ATCM,11,ATCM XI,wp,8,0,"Opening statement by the Head of the delegation of Belgium, Ambassador Georges Tilkin",ATCM 3,Belgium,https://documents.ats.aq/ATCM11/wp/ATCM11_wp008_e.pdf
1981,ATCM,11,ATCM XI,wp,9,0,"Opening statement by the Head of the delegation of Chile, Ambassador Fernando Zegers Santa Cruz",ATCM 3,Chile,https://documents.ats.aq/ATCM11/wp/ATCM11_wp009_e.pdf
1981,ATCM,11,ATCM XI,wp,10,0,"Opening statement by the Head of the United States delegation, Mr R. Tucker Scully",ATCM 3,United States,https://documents.ats.aq/ATCM11/wp/ATCM11_wp010_e.pdf
